component,question number,text,topic
21.0,26.0,"26  Four people of equal weight on a beach use different routes to get to the top of a sea wall. slipway ladder sea wall beach Which person produces the greatest average power? person erson A B C D runs across the beach, then climbs the ladder walks across the beach, then climbs the ladder runs up the slipway walks up the slipway time taken / s 8 16 5 10",1. General Physics
21.0,27.0,27  Which energy transfer takes place when a matchstick burns? A  chemical to thermal B  chemical to nuclear C  nuclear to chemical D thermal to chemical ,1. General Physics
21.0,28.0,"28  Four cars are driven along a road. The table shows the work done by the engine in each car and the time taken by each car. Which engine produces the most power? 29 In a hydroelectric power station, one form of energy is stored in a lake or reservoir. This energy is then transferred in stages to another useful form, which is the output. Which row gives the name of the stored energy and the name of the output energy? stored energy output energy electrical thermal (heat) electrical kinetic gravitational electrical kinetic electrical A B C D",1. General Physics
21.0,30.0,30  A certain machine is very efficient. What does this mean? A B C D It produces a large amount of power. It uses very little energy. It wastes very little energy. It works very quickly. ,1. General Physics
21.0,31.0,"31  The list contains three energy resources P, Q and R. P Q R geothermal energy from hot rocks nuclear fission in reactors sunlight on solar panels Which of these resources are renewable? A  P and Q only B  P and R only C  Q and R only D  P, Q and R",1. General Physics
21.0,32.0,32  Which movement will require the greatest amount of work to be done? A  a force of 10 N moving an object a distance of 3.0 m B  a force of 10 N moving an object a distance of 5.0 m C  a force of 15 N moving an object a distance of 3.0 m D  a force of 15 N moving an object a distance of 5.0 m,1. General Physics
21.0,33.0,"33  When a bicycle lamp is switched on, what is the useful energy change within the battery? A  chemical energy to electrical energy B  electrical energy to chemical energy C  electrical energy to light energy D light energy to chemical energy ",1. General Physics
21.0,25.0,25  A  helicopter  takes  off  from  the  ground  and  rises  vertically.  It  then  hovers  at  a  constant  height above the ground. Which sequence of energy changes takes place during the gain in height? A  chemical → gravitational potential → kinetic B  chemical → kinetic → gravitational potential C  gravitational potential → chemical → kinetic D  kinetic → chemical → gravitational potential ,1. General Physics
21.0,13.0,"13  Two farmers use an electrically powered elevator to lift bales of hay. All the bales of hay have the same mass. bale of hay elevator As sunset approaches, they increase the speed of the elevator so that more bales are lifted up in a given time. How  does  this  affect  the  work  done  in  lifting  each  bale  and  the  useful  output  power  of  the elevator? work done in lifting each bale useful output power of the elevator A B C D increases increases decreases increases no change decreases no change increases",1. General Physics
21.0,61.0,61  A wind turbine generates 54 kW of useful power from an input of 180 kW of wind power. Which calculation gives the percentage efficiency of the turbine? A B C D 54 000 180 000 × 100 % 180 000 54 000 × 100 54,1. General Physics
21.0,63.0,"63  A ball is dropped on to a hard surface and bounces. It does not bounce all the way back to where it started, and so has not regained all of its original gravitational potential energy. ball dropped from here ball bounces to here hard surface Which statement accounts for the loss of gravitational potential energy? A  Energy was destroyed as the ball hit the ground. B  Energy was destroyed as the ball travelled through the air. C  The chemical energy and elastic energy of the ball have increased. D  The internal (heat) energy of the ball and its surroundings has increased.",1. General Physics
21.0,7.0,7  The diagram shows a measuring instrument. Which quantity is this instrument used to measure? A  area B  density C  mass D  volume,1. General Physics
21.0,8.0,"8  Which  option  contains  only  apparatus  that  could  be  used  to  determine  the  volume  of  a  small block of unknown material? A  measuring cylinder, metre rule B  measuring cylinder, stopwatch C  metre rule, balance D  metre rule, stopwatch 9  The diagram shows a measuring cylinder used to measure the volume of a small stone. cm3 50 40 30 20 10 cm3 50 40 30 20 10 stone What is the volume of the stone? A  8 cm3 B  9 cm3 C  14 cm3 D  26 cm3",1. General Physics
21.0,10.0,10  A student uses a measuring cylinder to measure the volume of a quantity of water. Which action would make her result less accurate? A B C D making sure her eye is level with the water surface making sure the cylinder is vertical reading the bottom of the meniscus using the largest measuring cylinder possible,1. General Physics
21.0,11.0,11  A student uses a measuring cylinder to measure the volume of some water. The diagram shows part of the measuring cylinder. The top and bottom of the meniscus are labelled. top of meniscus bottom of meniscus cm3 50 45 40 What is the volume of the water? A  47.0 cm3 B  47.5 cm3 C  49.0 cm3 D  49.5 cm3 ,1. General Physics
21.0,12.0,"12 A student wishes to measure accurately the volume of approximately 40 cm3 of water. She has two  measuring  cylinders,  a  larger  one  that  can  hold  100 cm3,  and  a  smaller  one  that  can  hold 50 cm3. The water forms a meniscus where it touches the glass. top of meniscus bottom of meniscus Which  cylinder  should  the  student  use  and  which  water  level  should  she  use  to  ensure  an accurate result? cylinder water level A B C D larger one bottom of meniscus larger one top of meniscus smaller one bottom of meniscus smaller one top of meniscus",1. General Physics
21.0,13.0,13 The diagram shows part of a ruler. The ruler is used to find the length of a nail. cm0 111 2 What is the length of the nail? A  2.2 cm B  2.7 cm C  3.2 cm D  3.7 cm ,1. General Physics
21.0,14.0,14  Which instrument is used to compare the masses of objects? A  a balance B  a barometer C  a manometer D  a measuring cylinder,1. General Physics
21.0,15.0,15 Diagram 1 shows a measuring cylinder containing water. Five identical steel balls are now lowered into the measuring cylinder. Diagram 2 shows the new water level in the cylinder. cm3 100 90 80 70 60 50 40 30 20 10 cm3 100 90 80 70 60 50 40 30 20 10 steel ball diagram 1 diagram 2 What is the volume of each steel ball? A 6 cm3 B  14 cm3 C  30 cm3 D  70 cm3 ,1. General Physics
21.0,16.0,16 A stopwatch is used to time a runner in a race. The diagrams show the stopwatch at the start and at the end of a lap of the race. 0 : 50 : 10 1 : 40 : 10 start of lap end of lap How long did the runner take to finish the lap of the race? A 50.00 seconds B 50.10 seconds C 90.00 seconds D 100.10 seconds,1. General Physics
21.0,17.0,"17  The diagrams show the readings on a measuring cylinder before and after a small metal cube is added. cm3 10 9 8 7 6 5 4 3 2 1 water cm3 10 9 8 7 6 5 4 3 2 1 metal cube before after How  many  more  identical  cubes  can  be  added  to  the  cylinder,  without  causing  the  water  to overflow? Do not include the cube already in the cylinder. A  1 B  2 C  3 D  4 18 A student measures the length of a rod XY by holding it next to a metre rule. Y 99 98 97 96 95 94 X cm The student writes down the length as 94.8 cm. Which statement is correct? A  The value is correct. B  The value is incorrect because it should be 95.2 cm. C  The value is incorrect because it should be in millimetres. D  The  value  is  incorrect  because  the  student  should  subtract  the  reading  for  end  Y  from  the reading for end X.",1. General Physics
21.0,19.0,"19  A student uses a ruler to measure the length and the width of a small rectangular metal plate. metal plate length width 1 1 0 000 cm What is the area of the plate? 1 1 00 0 0 cm A  14.0 cm2 B  14.7 cm2 C  16.0 cm2 D  16.8 cm2 20  A cyclist rides round a track three times. Her friend uses a stopwatch to record the time at the start of the ride, after one circuit, and at the end of the three circuits. The readings from the stopwatch are shown. at the start after one circuit at the end of three circuits What is the average time for one circuit of the track? A  174 s B  180 s C  198 s D  200 s",1. General Physics
21.0,21.0,21 A cylindrical can is rolled along the ruler shown in the diagram. starting position can rolled mark on can final position 0 cm 5 01 51 02 25 cm30 The can rolls over twice. What is the circumference (distance all round) of the can? A  13 cm B  14 cm C  26 cm D  28 cm ,1. General Physics
21.0,22.0,22  Drops of water are dripping steadily from a tap (faucet). The diagram shows a measuring cylinder which has collected 120 drops of water. cm3 10 8 6 4 2 water How many drops in total will have been collected when the measuring cylinder reads 10 cm3? A  48 B  60 C  180 D  300,1. General Physics
21.0,23.0,23 A ruler is used to measure the length of an object. 11111111 2 cm What is the length of the object? object 10 A  3.0 cm B  4.0 cm C  5.0 cm D  6.5 cm ,1. General Physics
21.0,24.0,24  The diameter of a copper wire is thought to be approximately 0.3 mm. Which instrument should be used to obtain a more accurate measurement of the diameter of the wire? A  measuring tape B  metre rule C  micrometer D ruler,1. General Physics
21.0,6.0,6  A  cook  wants  to  prepare  some  food  to  be  cooked  by  1.15 p.m.  He  uses  an  oven  with  an automatic  timer  that  can  be  set  to  switch  on  and  off  at  certain  times.  The  oven  needs  to  be switched on for 2 hours 10 minutes. At which time does the oven need to switch on? A  11.05 a.m. B  11.25 a.m. C  3.05 p.m. D  3.25 p.m.,1. General Physics
21.0,5.0,5  The diagram shows four identical spheres placed between two wooden blocks on a ruler. sphere wooden block 0 5 10 15 cm What is the diameter of one sphere? A  1.0 cm B  2.0 cm C  3.0 cm D  4.0 cm ,1. General Physics
21.0,4.0,4  A measuring cylinder is used to measure the volume of a quantity of water. Which measuring technique would not improve the accuracy of the measurement? A  making sure that the measuring cylinder is vertical B  making sure that the water surface is at eye level C reading the top of the water meniscus D  using the smallest measuring cylinder available that will contain all the water,1. General Physics
21.0,3.0,3  The diagram shows a ball hanging on a string. The ball swings from point W to point Z and back to point W. ball W X Y Z Which statement about the ball is correct? A  The kinetic energy of the ball is greatest at point W. B  The kinetic energy of the ball is greatest at point X. C  The kinetic energy of the ball is greatest at point Y. D  The kinetic energy of the ball is the same at all points of the swing.,1. General Physics
21.0,1.0,1  An object of mass 50 kg accelerates from a velocity of 2.0 m / s to a velocity of 10 m / s in the same direction. What is the impulse provided to cause this acceleration? A  250 N s B  400 N s C  850 N s D  2500 N s,1. General Physics
21.0,1.0,"1  An object has a mass of 50 kg. The gravitational field strength on Earth is 10.0 N / kg. The gravitational field strength on a distant planet is 4.0 N / kg. What is the weight of the object on Earth, and what is its weight on the distant planet? on Earth on the distant planet A B C D 5.0 kg 5.0 N",1. General Physics
21.0,500.0,"500 kg 500 N 12.5 kg 12.5 N 200 kg 200 N 2 An astronaut in an orbiting spacecraft experiences a force due to gravity. This force is less than when she is on the Earth’s surface. Compared with being on the Earth’s surface, how do her mass and her weight change when she goes into orbit? mass in orbit weight in orbit A B C D decreases decreases decreases unchanged unchanged decreases unchanged unchanged",1. General Physics
21.0,3.0,"3  A car travels 100 km. The journey takes two hours. The highest speed of the car is 80 km / h, and the lowest speed is 40 km / h. What is the average speed for the journey? A  40 km / h B  50 km / h C  60 km / h D  120 km / h ",1. General Physics
21.0,4.0,"4  Weight is an example of which quantity? A  acceleration B force C  mass D  pressure The mass of an object is measured on Earth. The mass is 5.0 kg. 5 The object is taken to the Moon. The mass of the object is measured on the Moon. What is the mass of the object on the Moon? A  0 kg B  more than 0 kg, but less than 5.0 kg C  5.0 kg D  more than 5.0 kg",1. General Physics
21.0,6.0,6  Which statement about mass or weight is correct? A  Mass is a force. B  Mass is measured in newtons. C  Weight is a force. D  Weight is measured in kilograms.,1. General Physics
21.0,7.0,7  What is the weight of an object? A B C D the force of gravity on the object the gravitational potential energy of the object the internal energy of the object the mass of the object  8 Which instrument is used to compare the masses of objects? A  a balance B  a barometer C  a manometer D  a measuring cylinder 9 A  customer  goes  to  a  market  and  buys  some  rice.  The  stallholder  pours  rice  into  a  dish  that hangs from a spring balance. He records the reading on the spring balance. spring balance,1. General Physics
21.0,0.0,000 × 100 180 000 % % 180 000 × 100 54 000 %  62  A car has a mass of 1000 kg and a momentum of 12 000 kg m / s. What is its kinetic energy? A  6 kJ B  12 kJ C  72 kJ D  144 kJ,1. General Physics
21.0,0.0,"0  1 2 4 3 6 5 rice dish The  customer  then  buys  some  pasta  and  the  stallholder  notices  that  the  reading  on  the  spring balance, with just pasta in the dish, is the same as it was with just rice in the dish. The rice and the pasta must have the same A  density. B temperature. C  volume. D  weight.  10 The mass of an astronaut is 70 kg on the Moon. What is the mass of the astronaut on the Earth? A  7 kg B  70 kg C  80 kg D  700 kg",1. General Physics
21.0,13.0,13  A student stands with both feet on some scales in order to measure his weight. The reading on the scales is 500 N. He lifts one foot off the scales and keeps it lifted. What is the new reading on the scales? A  0 B  250 N C  500 N D  1000 N  14 A child sits on a rubber ball and bounces up and down on the ground. What stays the same when the ball hits the ground? A B C D the acceleration of the ball the mass of the ball the shape of the ball the velocity of the ball,1. General Physics
21.0,15.0,15  Which is the unit for force and which is the unit for weight?  16  A cup contains hot liquid. Some of the liquid evaporates. What happens to the mass and to the weight of the liquid in the cup? 17  Which quantity is measured in newtons? A  density B  energy C  pressure D  weight,1. General Physics
21.0,18.0,18  A  geologist  places  a  small  rock  on  the  left-hand  pan  of  a  balance.  The  two  pans  are  level  as shown when masses with a total weight of 23 N are placed on the right-hand pan. Take the weight of 1.0 kg to be 10 N. rock masses 0 What is the mass of the small rock? A  0.023 kg B  2.3 kg C  23 kg D  230 kg ,1. General Physics
21.0,19.0,19  Which statement about mass and weight is correct? A  Mass and weight are both forces. B  Neither mass nor weight is a force. C  Only mass is a force. D  Only weight is a force.,1. General Physics
21.0,20.0,"20  A cup contains hot liquid. Some of the liquid evaporates. What happens to the mass and what happens to the weight of the liquid in the cup? 21  A concrete post is carried up a very high mountain. At the top of the mountain, the gravitational field is slightly weaker than at the bottom. What is the effect of this weaker field on the mass and on the weight of the post at the top of the mountain? mass is less is less weight is less is unchanged is unchanged is less is unchanged is unchanged A B C D ",1. General Physics
21.0,1.0,1 0 1 2 0 2 03 3 What is the length of the feather? A  19 mm B  29 mm C  19 cm D  29 cm,1. General Physics
21.0,2.0,"2  A student wishes to find the volume of a small, irregularly-shaped stone. stone A ruler and a measuring cylinder containing some water are available. Which apparatus is needed? A  neither the ruler nor the measuring cylinder B C D the measuring cylinder only the ruler and the measuring cylinder the ruler only ",1. General Physics
21.0,11.0,"11  A 1 kg sample of aluminium is stored in a laboratory. In a different laboratory, in the same town, there is a 1 kg sample of iron. Which quantity must these two samples always have in common? A B C D the same density the same temperature the same volume the same weight  12 Two blocks of metal X and Y hang from spring balances, as shown in the diagrams. N 0 1 2 3 4 5 X N 0 1 2 3 4 5 Y What does the diagram show about X and Y? A  They have the same mass and the same volume but different weights. B  They have the same mass and the same weight but different volumes. C  They have the same mass, the same volume and the same weight. D  They have the same weight and the same volume but different masses.",1. General Physics
21.0,12.0,12  Which energy resource is used to boil water to generate electricity? A  hydroelectric B  nuclear fission C tides D  waves ,1. General Physics
21.0,56.0,56  Which energy resource does not derive its energy from the Sun? A  hydroelectric B  nuclear fission C  waves D  wind ,1. General Physics
21.0,10.0,10  Which is a non-renewable energy resource? A  coal B  solar C tides D  wind,1. General Physics
21.0,28.0,"28  A man stands by a railway track. A train travelling at 40 m / s takes 2.0 s to pass the man. What is the length of the train? A  20 m B  38 m C  40 m D 80 m 29 An  aeroplane  flies  from  town  X  to  town  Z,  stopping  for  1  hour  at  town  Y  to  pick  up  more passengers. The distances between the towns are shown in the diagram. Y",1. General Physics
21.0,300.0,300 km 200 km Z X The total time taken between leaving X and arriving at Z is 3 hours. What is the average speed of the aeroplane in the air? A 500 4 km / h B 500 3 km / h C 500 2 km / h D 500 1 km / h,1. General Physics
21.0,30.0,30  Which person is experiencing an acceleration? A  a driver of a car that is braking to stop at traffic lights B  a passenger in a train that is stationary in a railway station C  a shopper in a large store ascending an escalator (moving stairs) at a uniform rate D  a skydiver falling at constant speed towards the Earth ,1. General Physics
21.0,31.0,"31  A car travels at various speeds during a short journey. The  table  shows  the  distances  travelled  and  the  times  taken  during  each  of  four  stages P, Q, R and S. During which two stages is the car travelling at the same average speed? A  P and Q B  P and S C  Q and R D  R and S",1. General Physics
21.0,32.0,"32  A heavy metal ball falls vertically downwards through air past four equally spaced levels J, K, L and M. metal ball level J level K level L level M The times taken to fall from one level to the next are measured. Where is the speed of the ball greatest and which time is shortest? speed is time is greatest between shortest between A B C D J and K J and K L and M L and M J and K L and M J and K L and M 33  The diagram shows the speed / time graph for a train as it travels along a track. R speed P Q 0 0 S T time For which part of the graph is the train’s speed changing at the greatest rate? A  PQ B  QR C  RS D  ST",1. General Physics
21.0,34.0,"34  A small steel ball is dropped from a low balcony. Ignoring air resistance, which statement describes its motion? A B C D It falls with constant acceleration. It falls with constant speed. It falls with decreasing speed. It falls with increasing acceleration. ",1. General Physics
21.0,35.0,"35  The graph shows how the distance travelled by a vehicle changes with time. distance Q R P 0 0 S time Which row describes the speed of the vehicle in each section of the graph?  36  A car is moving downhill along a road at a constant speed. Which graph is the speed / time graph for the car? speed 0 0 A C speed time 0 0 speed speed B D time 0 0 time 0 0 time 37 In a race, a car travels 60 times around a 3.6 km track. This takes 2.4 hours. What is the average speed of the car? A  1.5 km / h B  90 km / h C  144 km / h D  216 km / h ",1. General Physics
21.0,38.0,38  An object moves initially with constant speed and then with constant acceleration. Which graph shows this motion? B speed time 0 0 time speed 0 0 A C speed speed 0 0 time 0 0 time  39 A tennis player hits a ball hard and 0.40 s later hears the echo from a wall. The speed of sound in air is 330 m / s. How far away is the player from the wall? A  66 m B  132 m C  264 m D  825 m,1. General Physics
21.0,40.0,40  The graph shows how the speed of a car changes with time. speed 0 U V W X Y time Between which two times is the car stationary? A U and V B V and W C W and X D X and Y ,1. General Physics
21.0,41.0,41  A child is standing on the platform of a station. A train travelling at 30 m / s takes 3.0 s to pass the child. What is the length of the train? A  10 m B  27 m C  30 m D  90 m,1. General Physics
21.0,42.0,42  The speed-time graph shown is for a car moving in a straight line. speed m / s 15 10 5 0 0 02 04 06 80 time / s What is the acceleration of the car when the time is 40 s? A  0 m / s2 B 15 3 40 m / s2 C 15 40 m / s2 D (15 – 3) m / s2 ,1. General Physics
21.0,43.0,43  Two runners take part in a race. The graph shows how the speed of each runner changes with time. speed runner 1 runner 2 0 0 t time What does the graph show about the runners at time t ? A  Both runners are moving at the same speed. B  Runner 1 has zero acceleration. C  Runner 1 is overtaking runner 2. 44  A car travels along a straight road. The speed-time graph for this journey is shown. During which labelled part of the journey is the resultant force on the car zero? B C D speed A 0 0 time ,1. General Physics
21.0,45.0,45  A large stone is dropped from a bridge into a river. Air resistance can be ignored. Which row describes the acceleration and the speed of the stone as it falls? 46  Below are four statements about acceleration. Which statement is not correct? A  Acceleration always involves changing speed. B  Changing direction always involves acceleration. C  Changing speed always involves acceleration. D  Circular motion always involves acceleration. ,1. General Physics
21.0,47.0,"47  An object moves at a constant speed for some time, then begins to accelerate. Which distance-time graph shows this motion? distance 0 0 A C distance time 0 0 distance distance B D time 0 0 time 0 0 time",1. General Physics
21.0,48.0,48  A  heavy  object  is  released  near  the  surface  of  the  Earth  and  falls  freely.  Air  resistance  can  be ignored. Which statement about the acceleration of the object due to gravity is correct? A  The acceleration depends on the mass of the object. B  The acceleration depends on the volume of the object. C  The acceleration is constant. D  The acceleration is initially zero and increases as the object falls. ,1. General Physics
21.0,27.0,27 The graph shows how the speed of a car changes with time. speed 0 U V X Y time Between which two times is the car stationary? A U and V B V and W C W and X D X and Y ,1. General Physics
21.0,14.0,14    24 m    24    14 m    24 × 2 14   m  D (24 ×14) m  26  A car takes 15 minutes to travel along a road that is 20 km long. What is the average speed of the car? A  0.75 km / h B  5.0 km / h C  80 km / h D  300 km / h,1. General Physics
21.0,24.0,24  Which distance / time graph represents the motion of an object moving at constant speed? distance 0 0 A C distance time 0 0 distance distance B D time 0 0 time 0 0 time  25 The graph shows how the speed of a car changes with time. speed m / s 14 0 0 24 time / s Which calculation gives the distance travelled by the car in 24 seconds? A B C   ,1. General Physics
21.0,23.0,23  A car travels 6.0 km along a main road in 6.0 minutes. It then travels 2.0 km along a minor road in 6.0 minutes. 6.0 km 6.0 minutes minor road 2.0 km 6.0 minutes main road Which calculation of average speed for the whole journey is correct? A  8.0 ÷ 12.0 = 0.67 km / minute B  12.0 ÷ 8.0 = 1.5 km / minute C  8.0 + 12.0 = 20 km / minute D  8.0 × 12.0 = 96 km / minute,1. General Physics
21.0,4.0,4  A large stone is dropped from a bridge into a river. Air resistance can be ignored. Which row describes the acceleration and the speed of the stone as it falls? acceleration of the stone speed of the stone A B C D constant constant constant increasing increasing constant increasing increasing,1. General Physics
21.0,5.0,5  A car travels along a straight road. The speed-time graph for this journey is shown. During which labelled part of the journey is the resultant force on the car zero? B C D speed A 0 0 time ,1. General Physics
