component,question number,text,topic
21,2,2  body has one pair of legs per segment  ..................  A body has two pairs of legs per segment  .................  B 3  one pair of antennae  ..............................................  C two pairs of antennae  .............................................  D 36 Which characteristics of living things are demonstrated by this sequence? A  growth and reproduction B  growth and sensitivity C  nutrition and reproduction D  nutrition and sensitivity 37  The diagram shows the body plan of an invertebrate animal. front rear To which group does the animal belong? A  annelid B  crustacean C insect D  nematode,1. Characteristics and Classification of Living Organisms
21,38,38  The diagram shows an animal. Use the key to identify the animal. 1 front limbs with five fingers  .......................  go to 2 front limbs with four fingers  ......................  go to 3 2 skin with spots  ..........................................  A skin without spots  .....................................  B 3 tail with fins  ...............................................  C tail without fins  ..........................................  D 39 Which characteristic do all living organisms show? A breathing B excretion C photosynthesis D tropism,1. Characteristics and Classification of Living Organisms
21,5,"5  Compared with atmospheric air, air breathed out by a human contains A B less water vapour, less carbon dioxide. less water vapour, more carbon dioxide. C  more water vapour, less carbon dioxide. D  more water vapour, more carbon dioxide.",1. Characteristics and Classification of Living Organisms
21,6,6  Where is urea made? A  bladder B  kidney C liver D  urethra 7 8 A rat has the scientific name Rattus rattus. What do the two parts of this name refer to? A B C D genus and species kingdom and genus kingdom and species variety and genus The diagram shows a bird that lives near rivers. Use the key to identify the bird shown in the diagram. 1 toes joined by a flap of skin  ...........................   go to 2 toes separate  .................................................   A  heron,1. Characteristics and Classification of Living Organisms
21,2,2  beak as long or longer than the head  ............   go to 3 beak not as long as the head  ........................   B  little grebe 3 top of head black  ...........................................   C  avocet top of head white  ...........................................   D  mute swan 9  Phototropism demonstrates which two characteristics of living organisms? A  growth and nutrition B  growth and sensitivity C  movement and nutrition D  nutrition and sensitivity,1. Characteristics and Classification of Living Organisms
21,10,10  The table shows the scientific names and the common names of four plants. scientific name common name Althea officinalis marsh mallow Hottonea palustris Viola palustris Viola tricolor water violet marsh violet wild pansy Which word in their names shows that two of the plants share the greatest number of features? A  marsh B  palustris C  Viola D  violet,1. Characteristics and Classification of Living Organisms
21,11,11 The equation shows a chemical reaction that occurs in living organisms. glucose + oxygen → carbon dioxide + water Which of these characteristics of living organisms is this equation associated with? 12 What is a correct way of naming an organism using the binomial system? A B C D Common buttercup ranunculus acris Ranunculus acris Ranunculus sp. 13  The diagram shows a leaf. Use the key to identify the plant to which the leaf belongs. leaves leaf in one piece leaf in more than one piece leaf edge smooth Fagus sylvatica A leaf edge jagged Ulmus minor B leaf edge smooth Fraxinus americana C leaf edge jagged Sorbus aucuparia D,1. Characteristics and Classification of Living Organisms
21,16,16  The diagram shows a flower seen from above. Use the key to find the name of the family to which it belongs. 1  four petals ...............................................   go to 2 five petals  ...............................................   go to 3 2  two stamens  ...........................................   A Scrophulariaceae six stamens  ............................................   B Brassicaceae 3  petals joined ............................................   C Caryophyllaceae petals separate  ......................................   D Rosaceae 17  Some lizards detach their tails when threatened by a predator. Which characteristic is shown? excretion growth reproduction A B C D  sensitivity,1. Characteristics and Classification of Living Organisms
21,18,18  The diagram shows a key for five vertebrates. START HERE has legs has no legs organism T has feathers organism U has no feathers has scales organism V has no scales organism W Which class of vertebrates does organism W belong to? A  amphibians B  birds C fish D reptiles 19  The diagram shows an animal whose scientific name is Rattus rattus. Which genus does it belong to? A  mammal B rattus C  Rattus D  vertebrate,1. Characteristics and Classification of Living Organisms
21,14,"14  The diagram shows some leaves and flowers of different plants. 1 2 3 4 5 Which are from monocotyledons? A  1 and 3 B  1 and 5 C  2 and 4 D  2 and 5 15  The list shows the scientific names for eight animals, using the binomial system. Alderia modesta Arenicola cristata Arenicola marina Austrominius modestus Bittium reticulatum Botrylloides leachii Botryllus schlosseri Clypeostoma reticulatum Which two animals are most closely related? A  Alderia modesta and Austrominius modestus B  Arenicola cristata and Arenicola marina C  Bittium reticulatum and Clypeostoma reticulatum D  Botryllus schlosseri and Botrylloides leachii",1. Characteristics and Classification of Living Organisms
21,21,21  What are the features of the leaves of a plant that is a eudicotyledon (dicotyledon)? broad leaves parallel veins A B C D         22  Many snakes that belong to the viper family are unusual in that they give birth to live young. This is usually a characteristic of which vertebrate group? A  amphibians B  birds C  bony fish D  mammals,1. Characteristics and Classification of Living Organisms
21,23,"23  Use the key to identify which group is amphibians. 11  hair present  ……………………………  mammals hair absent  …………………………….  go to 2 feathers present ………………….……  group A 22 feathers absent  ………………….…….  go to 3 3  dry scaly skin……………………….…..  group B moist skin ………………….……….…..  go to 4 four limbs …………………………….…  group C no limbs ………...…………….....…...…  group D 4 24  The diagram illustrates some of the processes carried out by living organisms. oxygen from atmosphere carbon dioxide to atmosphere light energy green plant waste products X chicken waste products Which characteristic of living organisms is represented by arrow X? A  excretion B  nutrition C respiration D  sensitivity 25  What is a correct way of naming a species, according to the binomial system? A  Homo sapiens B  Homo Sapiens C  human being D  sapiens",1. Characteristics and Classification of Living Organisms
21,26,26  The diagram shows four arthropods. Pediculus  ×20 Anopheles  ×10 Dermacentor  ×7 Carcinus  ×0.5 How many of these arthropods are insects? A  1 B  2 C  3 D  4 27  The key can be used to distinguish between four different chemical substances. Use the key to identify which substance could be a protein.,1. Characteristics and Classification of Living Organisms
21,1,1  contains the element carbon  ...........................................  go to 2 does not contain carbon  ..................................................  A 2  contains the element nitrogen  .........................................  B does not contain nitrogen   ...............................................  go to 3 3  gives a positive result with Benedict’s test  ......................  C gives a negative result with Benedict’s test   ....................  D 28  The statements describe four different plants. Which plant must be a monocotyledon? A  The flowers are wind-pollinated. B  The flowers each have five petals. C  The leaves are large with a clear network of veins on them. D  The leaves have parallel veins.,1. Characteristics and Classification of Living Organisms
21,29,"29  The diagram shows an animal. Use the key to identify this animal. 1  body covered with scales  ......................   go to 2 body covered with hair  ..........................   go to 3 2  has a rounded bill  ..................................   A has a pointed bill  ...................................   B 3  has webbed feet  ....................................   C does not have webbed feet  ...................   D 30  All fish, all birds and all mammals are A  animals with internal fertilisation. B  carnivores. C  vertebrates. D  warm-blooded animals.",1. Characteristics and Classification of Living Organisms
21,31,31 The diagram shows an animal. Use the key to identify the animal. 1  has two wings  ......................................................  go to 2 has four wings  .....................................................  go to 3 2  has antennae much shorter than legs  .................  A has antennae about the same length as legs  ......  B 3  has feathery antennae  .........................................  C has smooth antennae  ..........................................  D 32  What is not a characteristic of all living organisms? A excretion B photosynthesis C D reproduction respiration 33 Which characteristics do bony fish have? A B C D backbone scales hair,1. Characteristics and Classification of Living Organisms
21,34,34 The diagram shows an animal whose scientific name is Falco peregrinus. To which species does it belong? A  bird B F. peregrinus C Falco D  vertebrate 35  Use the key to identify the arthropod shown. 1 body divided into segments  ....................................  go to 2 body not divided into segments  ..............................  go to 3,1. Characteristics and Classification of Living Organisms
21,20,20  What are the characteristics of bony fish? maintain constant body temperature external ears present jelly-covered eggs scales A B C D                ,1. Characteristics and Classification of Living Organisms
21,5,5  The table shows the approximate composition of air breathed out by a mammal. Where does the nitrogen in the air breathed out come from? A B C D It is a product of proteins broken down in the mammal. It is a product of respiration. It is exchanged for oxygen which is taken into the blood. It is in the air that was breathed in.,11. Gas Exchange in Humans
21,23,"23  What  are  the  properties  of  an  efficient  gas  exchange  system,  assuming  it  has  a  good  blood supply? A B large surface and thick walls large surface and thin walls C  small surface and thick walls D  small surface and thin walls",11. Gas Exchange in Humans
21,31,"31  What are features of gaseous exchange surfaces in animals? A B C D thick-walled, dry, large area thick-walled, moist, small area thin-walled, dry, small area thin-walled, moist, large area",11. Gas Exchange in Humans
21,28,28  The  diagram  represents  the  exchange  of  gases  during  breathing  and  during  respiration  in  the body. oxygen carbon dioxide oxygen in blood X Y carbon dioxide in blood What is represented by X and by Y? 29  Gas exchange in annelid worms occurs through the whole of the skin surface. What are the most likely characteristics of the skin surface? 30  Which route is taken by air passing into the lungs of a human? A  alveolus → trachea → bronchus B  bronchus → trachea → alveolus C D trachea → alveolus → bronchus trachea → bronchus → alveolus,11. Gas Exchange in Humans
21,26,"26  From the graph, when did the person begin a period of vigorous exercise after resting? breathing rate / breaths per minute B A C D time / minutes 27  In an experiment, three glass bell jars were set up as shown in the diagram. bell jar air from lungs green plant P left in sunlight for 8 hours Q left open to the air for 8 hours R air breathed out by a student for 5 minutes At the end of the experiment, which bell jar has the most oxygen and which has the least?",11. Gas Exchange in Humans
21,24,24  The diagram shows someone blowing up a balloon. What percentage of the gas in the balloon is carbon dioxide? A  0.04 % B  0.4 % C  4.0 % D  40 %  25 What increases the rate of diffusion of oxygen into red blood cells in the lungs? A  Air leaving the lungs is saturated with water vapour. B  Air leaving the lungs still contains 16 % oxygen. C  Blood arriving in the lungs is saturated with oxygen. D  Blood is taken away from the lungs as it circulates.,11. Gas Exchange in Humans
21,22,"22  Which substance is lost from the body by the kidneys, lungs and skin? A  carbon dioxide B  excess ions C  urea D  water",11. Gas Exchange in Humans
21,9,"9  The table shows the composition of four samples of air. Which sample is inspired air and which sample is expired air? 10  A girl holds her breath for 30 seconds, breathes out, and then breathes in. Compared with the air she breathes out, the air she breathes in contains less A  carbon dioxide and water vapour. B  nitrogen and water vapour. C  oxygen and carbon dioxide. D  oxygen and nitrogen.",11. Gas Exchange in Humans
21,17,17  What are the functions of the diaphragm and the cilia in the human gas exchange system? diaphragm cilia A B C D contracts to cause breathing in carry mucus to the throat contracts to cause breathing out trap bacteria from the air relaxes to cause breathing in filter dust from the air relaxes to cause breathing out produce mucus,11. Gas Exchange in Humans
21,15,15  The diagram shows some structures in the human neck and thorax. Q The lining of tube Q has cilia. What is an important function of the cilia? A B C D to help in the exchange of gases to increase the internal surface area of tube Q to moisten the air entering and leaving the lungs to move mucus towards the throat 16  The diagram shows some ciliated cells from the trachea. X What is the function of the parts labelled X? A  detecting stimuli B  exchanging gases C  moving mucus D trapping bacteria,11. Gas Exchange in Humans
21,11,"11  What makes alveoli suitable as a gas exchange surface? large total surface well-supplied with area blood vessels A B C D 12  The graph shows changes in the volume of air in the lungs of a person at rest, over a period of 30 seconds. volume of air in lungs / dm3 2 1 0 0 time / s 30 Which  graph  shows  changes  in  the  volume  of  air  in  the  lungs  of  the  same  person  immediately after they have done five minutes of vigorous exercise? A B volume of air in lungs / dm3 volume of air in lungs / dm3 2 1 0 2 1 0 0 0 volume of air in lungs / dm3 volume of air in lungs / dm3 2 1 0 2 1 0 0 0 30 time / s C time / s 30 30 time / s D time / s 30 13  A sample of expired air is collected in a gas jar. Another gas jar contains normal atmospheric air. A lighted candle is placed inside each gas jar as shown. The time taken for each flame to go out is measured. As the candles burn they use up the oxygen available in the jar. lid air sample candle gas jar X gas jar Y The table shows the results of this experiment. What is an explanation of the difference between the results in jars X and Y? A  Jar X contains atmospheric air which has more carbon dioxide. B  Jar X contains expired air which has more carbon dioxide. C  Jar Y contains atmospheric air which has less oxygen. D  Jar Y contains expired air which has less oxygen.  14  The diagram shows a section through an alveolus and a capillary. Y X Why does carbon dioxide move from X to Y? A  Air has a lower concentration of carbon dioxide than blood. B  Carbon dioxide moves more freely in air than in blood. C  Carbon dioxide must replace oxygen. D  Diffusion of carbon dioxide can only be out of the blood.",11. Gas Exchange in Humans
21,7,"7  The diagram shows the composition of four samples of air (O2 = oxygen, CO2 = carbon dioxide, N2 = nitrogen). composition / % 100 80 60 40 20 0 K L M N O2 CO2 N2 O2 CO2 N2 O2 CO2 N2 O2 CO2 N2 Which sample is inspired air and which sample is expired air? 8  The diagram shows some of the structures in a human lung. Where is the carbon dioxide concentration highest? from pulmonary artery C B to pulmonary vein D A",11. Gas Exchange in Humans
21,6,6  What helps oxygen to be absorbed rapidly into the blood in the lungs? A  Air breathed in has less oxygen than air breathed out. B  Alveoli have thick walls and a large surface area. C  Alveoli have thin walls and a large surface area. D  The concentration of oxygen in the blood is higher than in the alveoli.,11. Gas Exchange in Humans
21,18,18  The table shows the percentage composition of three gases in atmospheric air. 19  Which materials are excreted by kidneys and lungs? 20  The graph shows the rate and depth of a person’s breathing before exercise. volume of air in lungs during breathing / dm3 2.5 2.0 1.5 1.0 0 4 time / s 8 Which  graph  shows  the  rate  and  depth  of  breathing  of  the  same  person  immediately  after  a period of exercise? volume of air in lungs during breathing / dm3 volume of air in lungs during breathing / dm3 2.5 2.0 1.5 1.0 2.5 2.0 1.5 1.0 0 0 A 4 time / s C 4 time / s volume of air in lungs during breathing / dm3 volume of air in lungs during breathing / dm3 2.5 2.0 1.5 1.0 2.5 2.0 1.5 1.0 0 0 8 8 B 4 time / s D 4 time / s 8 8 21  The  diagram  shows  changes  in  air  pressure  inside  the  lungs  during  a  complete  cycle  of breathing. Atmospheric pressure is 101 kPa. Which position on the graph marks the point at which the ribs are beginning to be raised? B 102 C pressure in lungs / kPa 101 A 100 D time,11. Gas Exchange in Humans
21,25,"25  An athlete takes part in a race. The graph shows her breathing rate before, during and after the race. At which point does her body contain the greatest amount of lactic acid? breathing rate A B C D start of race end of race time",12. Respiration
21,42,42  The flow diagram shows what happens to food in humans. Which stage shows human respiration? large complex food molecules A smaller food molecules in the gut B smaller food molecules in the blood and body cells C large molecules in body cells D smaller molecules and energy in body cells 43  What is produced during anaerobic respiration in muscles? alcohol carbon dioxide lactic acid A B C D,12. Respiration
21,1,1 2 3 4 5 6 7 8 9 10 time from start of race / min 41  An athlete produces lactic acid in the leg muscles while running a race. After the race he is seen to breathe faster and deeper. How does this help to remove the lactic acid? A  More carbon dioxide is used up. B  More energy is needed. C  More lactic acid is breathed out. D  More oxygen is breathed in.,12. Respiration
21,37,"37  Four words are shown below. alcohol       anaerobic       sugar       yeast These words can be used in the spaces P, Q, R and S to complete the sentence below. ‘In brewing and bread making, respiration takes place. The micro-organism called ……P…… uses ……Q.….. as a source of food. The product of this ……R…… respiration is ……S…… .’ Which combination of words correctly completes the sentences? 38  The diagram shows two experiments on the gaseous exchange in small aerobic crustaceans. Soda-lime absorbs carbon dioxide. P Q coloured liquid marker small aerobic crustaceans wire gauze soda-lime coloured liquid marker glass beads instead of soda-lime Which way does the liquid marker move? 39  Which substances are formed during anaerobic respiration in animals and yeast? animals alcohol yeast alcohol and lactic acid alcohol and carbon dioxide alcohol lactic acid alcohol and carbon dioxide lactic acid and water lactic acid A B C D 40  An athlete runs a race. The graph shows how the concentration of lactic acid in his leg muscles changes. lactic acid concentration (arbitary units) 8 6 4 2 0 For how long did the athlete run? A  2 minutes B  4 minutes C  6 minutes D  10 minutes 0",12. Respiration
21,35,"35  Yeast, warm water and substance Z were put into a test-tube. The apparatus was then set up as shown. After a while, the lime water began to go cloudy. yeast, warm water and substance Z lime water What is substance Z? A  alcohol B  carbon dioxide C  glucose D  oxygen 36  The table shows some of the features of respiration. Which row is correct for anaerobic respiration?",12. Respiration
21,32,32  An experiment is set up to investigate the uptake of oxygen by germinating seeds. water bath at 25 °C germinating seeds X coloured water What happens to the levels at X and Y? soda lime absorbs carbon dioxide dead seeds rinsed in antiseptic coloured water 33  Which process does not release carbon dioxide to the atmosphere? A  decomposition of animals B  photosynthesis of plants C D respiration of animals respiration of plants 34   Which statement about respiration is not correct? A  All living cells respire. B  Heat is always produced. C  Plants respire in the light and in the dark. D  Plants take in carbon dioxide and give out oxygen.,12. Respiration
21,30,"30  How are aerobic and anaerobic respiration similar? A B C D Both involve breaking down glucose. Both need a low concentration of oxygen. In muscles, both produce carbon dioxide. In yeast, both produce alcohol. 31  What is the equation for anaerobic respiration in yeast? A  glucose  +  oxygen  →  carbon dioxide  +  water B  glucose  →  alcohol  +  carbon dioxide C  glucose  →  alcohol  +  water D  glucose  →  lactic acid  +  water",12. Respiration
21,29,"29  Which process, inside cells, releases energy useful to the human body? A  digestion B  excretion C  mitosis D respiration",12. Respiration
21,26,"26  What is produced by anaerobic respiration in a muscle? lactic acid carbon dioxide A B C D key = produced = not produced 27  Four test-tubes were set up as shown in the diagram and left in full sunlight. After several hours, which test-tube would contain the most dissolved carbon dioxide? A B C D water snail pond weed water pond weed water snail water",12. Respiration
21,24,24  When does respiration take place in animals and plants? animals plants all the time all the time all the time night time only day time only day time only day time only night time only A B C D,12. Respiration
21,28,28  Which process depends on energy from respiration? A  diffusion B  osmosis C  peristalsis D  photosynthesis,12. Respiration
21,21,21  What contains the greatest concentration of lactic acid? A  a bottle of alcoholic drink B  a loaf of freshly baked bread C  muscle cells during vigorous exercise D  yeast cells kept in glucose at 70 °C for 30 minutes,12. Respiration
21,22,22  Which process uses the greatest amount of energy? A  gaseous diffusion B  protein synthesis C respiration D  starch digestion 23  Which chemical could be used to show that cells are respiring aerobically? A  Benedict’s solution B  dilute sulfuric acid C  ethanol D limewater,12. Respiration
21,3,3  The diagram shows the positions of four farms and the concentrations of nitrate at different points in a river. Which farm is likely to have been using too much fertiliser on its land? farm A farm C farm B farm D direction of flow direction of flow nitrate concentration / ppm 60 40 20 0 4  During aerobic respiration glucose is broken down. What is released in this process? 5  Which processes depend on the action of enzymes? 1 digestion 2 osmosis 3 respiration A  1 and 2 B  1 and 3 C  1 only D  2 and 3,12. Respiration
21,6,6  Which description of anaerobic respiration in yeast is correct? 7  What is produced by yeast during anaerobic respiration? A  carbon dioxide and water B  ethanol and carbon dioxide C  ethanol and water D lactic acid 8  The diagram shows an experiment to investigate gas exchange in a leaf. black cover ink drop substance to absorb carbon dioxide leaf In which direction does the ink drop move and for what reason? direction reason to the left photosynthesis to the left respiration to the right photosynthesis to the right respiration A B C D,12. Respiration
21,9,9  Which process releases the most energy from one molecule of glucose? A  aerobic respiration B  anaerobic respiration in muscle C  anaerobic respiration in yeast D  photosynthesis 10  The diagram shows apparatus used to investigate anaerobic respiration in yeast. glass tube coloured liquid yeast in a glucose solution air from which oxygen has been removed What happens to the coloured liquid? A  moves rapidly to the left B  moves slowly to the left C  moves to the right D  stays still,12. Respiration
21,11,11  The list shows four metabolic processes. carbon dioxide  +  water  o  glucose + oxygen 1 22  glucose  o  alcohol + carbon dioxide 33  glucose  o  lactic acid 4  glucose  +  oxygen  o  carbon dioxide  +  water Which of these processes occur in muscles? A  1 and 2 B  2 and 3 C  3 and 4 D  4 and 1 12  The graph shows the results of an experiment to investigate the rate of respiration of an organism at different temperatures. rate of respiration 0 0 10 30 40 20 temperature / °C 50 60 What explains the difference between the rate of respiration at 50 °C and that at 30 °C? A B C D enzymes working faster at 50 °C enzymes working more slowly at 50 °C less oxygen available at 50 °C more oxygen available at 50 °C,12. Respiration
21,2,2  What is the word equation for aerobic respiration in plants? A  carbon dioxide + water → glucose + oxygen B  glucose + carbon dioxide → water + oxygen C  glucose + oxygen → carbon dioxide + water D  glucose + water → carbon dioxide + oxygen,12. Respiration
21,16,16  Which word equation represents anaerobic respiration in human muscle? A  glucose → carbon dioxide + ethanol (alcohol) B  glucose → carbon dioxide + lactic acid C  glucose → ethanol (alcohol) D  glucose → lactic acid,12. Respiration
21,1,1  What is produced by anaerobic respiration in yeast? lactic acid carbon dioxide A B C D,12. Respiration
21,17,17  What are the products of anaerobic respiration in muscles? A B C D ethanol and carbon dioxide ethanol only lactic acid and carbon dioxide lactic acid only 18  Four metabolic reactions are shown. 1 carbon dioxide  +  water  →  glucose  +  oxygen 2 glucose  →  ethanol  +  carbon dioxide 3 glucose  →  lactic acid 4 glucose  +  oxygen  →  carbon dioxide  +  water Which reactions take place in human cells to release energy? A  11 and 2 B  1 and 3 C  2 and 4 D  3 and 4,12. Respiration
21,19,"19  The  graph  shows  the  energy  released  by  two  animals  through  respiration  as  the  external temperature changes. Which conclusion can be drawn from the graph? A  Animals 1 and 2 release the least energy at 23 °C. B  Animal 2 always respires faster than animal 1. C  As the temperature rises, respiration always increases. D  The rate of respiration is the same for both animals at 23 °C. 20  Four word equations are shown. P  carbon dioxide  +  water  →  glucose  +  oxygen Q  glucose  +  oxygen  →  carbon dioxide  +  water RR  glucose  →  lactic acid S  glucose  →  alcohol  +  carbon dioxide What are the equations for anaerobic respiration in humans and anaerobic respiration in yeast?",12. Respiration
21,13,"13  The diagram shows an experiment to investigate the respiration of yeast. balloon gas evolved yeast in sugar solution yeast, sugar and new compound at the beginning after 24 hours Which gas is evolved and which new compound is present after 24 hours? 14  In which conditions do the leaves of a green plant respire? 15  Why does anaerobic respiration in muscles release less energy than aerobic respiration? A  Energy is lost in carbon dioxide. B  Energy is lost in oxygen. C  Energy remains trapped in ethanol. D  Energy remains trapped in lactic acid.",12. Respiration
21,18,"18  A person has a high-protein diet. What  describes  the  level  of  urea  in  the  blood  leaving  the  liver  and  in  the  urine  leaving  the kidneys? 19  Which food type, when eaten in excess, will cause a rise in the urea content of urine? A  carbohydrate B fat C  mineral salts D  protein",13. Excretion in Humans
21,36,36  What describes the excretion of urea? removal of undigested food removal of metabolic wastes removal of substances in excess removal of toxic products A B C D key  true  not true,13. Excretion in Humans
21,34,34  Four  urine  samples  were  collected  on  different  days  from  a  person  whose  exercise  and  water intake was the same each day. Which sample was collected on a cold day? 35  The table shows an analysis of urine and of blood after filtration in the kidney. Which substance is completely reabsorbed by the kidney? A  glucose B  salts C  urea D  water,13. Excretion in Humans
21,32,"32  The table shows the amount of water and salt lost from the kidneys and skin on a hot day and on a cold day. Food and drink intake are the same on both days. water lost from kidneys / dm3 water lost from salt lost from salt lost from skin / dm3 kidney / g skin / g cold day hot day 1.8 0.4 0.0 2.3 20.2 14.4 0.0 5.8 What do these results show? A  Less water is lost from the kidneys on a cold day than on a hot day. B  More salt is lost from the kidneys on a hot day than on a cold day. C  The total amount of salt lost each day is the same. D  Water is not lost from the kidneys on hot days. 33  Blood  is  filtered  in  the  kidneys.  After  this  filtration,  some  substances  are  reabsorbed  into  the blood and other substances pass out of the body in the urine. Which line shows the correct movement of substances in a healthy person? substances reabsorbed into the substances passed out of the blood body in the urine A B C D glucose, some salts, urea glucose, some salts, some water glucose, some salts, some water some salts, some water, urea some salts, some water, urea glucose, some water, urea some salts, some water, urea glucose, some salts, some water",13. Excretion in Humans
21,30,"30  The diagram shows a kidney and its blood vessels. artery vein ureter In a healthy person, which structures transport glucose? A  artery only B  artery and ureter C  artery and vein D  ureter and vein 31  The diagram shows the human excretory system and its main associated blood vessels. Which labelled structure contains urine? A B C D",13. Excretion in Humans
21,28,"28  Which organ produces urea? A  bladder B  kidney C liver D  pancreas 29  Blood  passes  through  the  kidney  and  some  substances  leave  the  blood  as  filtered  liquid.  From this liquid certain substances are reabsorbed back into the blood. The  table  shows  the  percentage  of  four  substances  in  the  blood  plasma,  the  filtered  liquid  and urine. Which substances are reabsorbed from the filtered liquid? A  glucose and water B  protein and glucose C  urea and protein D  water and urea",13. Excretion in Humans
21,26,"26  Which materials are excreted by kidneys and lungs? 27  Which substance is lost from the body by the kidneys, lungs and skin? A carbon dioxide B excess ions C urea D water",13. Excretion in Humans
