year,month,component,question number,answer,text,screenshot_path,ms_path,marks
2016,m,22,11,B,11  Which reaction does not occur in the extraction of aluminium? A  Al 3+  +  3e–  →  Al B  2Al 2O3  +  3C  →  4Al  +  3CO2 C  2O2–  →  O2  +  4e– D  C  +  O2  →  CO2,screenshots/2016/march/component22/q11,,
2016,m,22,12,D,12  Which substance could not be used as a fuel to heat water in a boiler? A  ethanol B  hydrogen C  methane D  oxygen [Turn over,screenshots/2016/march/component22/q12,,
2016,m,22,13,A,13  Which row describes an endothermic reaction? 6 A B C D energy needed to break bonds / kJ energy released by forming bonds / kJ temperature 400 400 600 600 200 800 200 800 decreases decreases increases increases,screenshots/2016/march/component22/q13,,
2016,m,22,14,D,14  A reversible reaction is shown. 2NO2(g) N2O4(g) ∆H = –58 kJ / mol Which statement about an equilibrium mixture of NO2 and N2O4 is correct? A B If the pressure is decreased the amount of N2O4 increases. If the temperature is increased the amount of N2O4 increases. C  The rates of formation and decomposition of N2O4 are not the same. D  The decomposition of N2O4 is an endothermic reaction.,screenshots/2016/march/component22/q14,,
2016,m,22,15,B,15  Which statement about catalysts in chemical reactions is not correct? A  Catalysts are not used up in the reaction. B  Catalysts increase the energy of the reacting particles. C  Catalysts increase the rate of the reaction. D  Catalysts lower the activation energy.,screenshots/2016/march/component22/q15,,
2016,m,22,16,B,16  Zinc is extracted from zinc blende by roasting it in air to form zinc oxide. The zinc oxide is then heated with carbon to form zinc. The equations for the reactions are shown. 1  2ZnS  +  3O2  →  2ZnO  +  2SO2 2  ZnO  +  C  →  Zn  +  CO Which statement about reactions 1 and 2 is not correct? A B C D In reaction 1 the oxidation state of sulfur increases and it is oxidised. In reaction 1 the oxidation state of zinc increases and it is oxidised. In reaction 2 the carbon acts as a reducing agent and it is oxidised. In reaction 2 the oxidation state of zinc decreases and it is reduced.,screenshots/2016/march/component22/q16,,
2016,m,22,17,D,17  The diagram shows an energy level diagram for a reaction. 7 energy Ea The diagram shows that the reaction is ......1...... . Increasing the temperature increases the rate of reaction. A reason for this is that the ......2....... . Which words correctly complete gaps 1 and 2? A B C D 1 2 endothermic activation energy decreases endothermic collision rate increases exothermic activation energy decreases exothermic collision rate increases,screenshots/2016/march/component22/q17,,
2016,m,22,18,D,18  Concentrated hydrochloric acid is a strong acid. What is meant by the terms ‘strong’ and ‘acid’? A B C D strong acid contains a low proportion of water accepts protons contains a low proportion of water donates protons fully ionised fully ionised accepts protons donates protons,screenshots/2016/march/component22/q18,,
2016,m,22,19,A,19  Which oxide is amphoteric? A  aluminium oxide B  calcium oxide C  carbon monoxide D  sodium oxide [Turn over,screenshots/2016/march/component22/q19,,
2016,m,22,20,D,20  A salt is made by adding an excess of an insoluble metal oxide to an acid. How is the excess metal oxide removed from the mixture? 8 A  chromatography B  crystallisation C  distillation D filtration,screenshots/2016/march/component22/q20,,
2016,m,22,21,C,"21  A substance is heated with aluminium foil in aqueous sodium hydroxide. A gas is produced which turns damp, red litmus paper blue. Which anion is present in the substance? A  carbonate B iodide C  nitrate D  sulfate",screenshots/2016/march/component22/q21,,
2016,m,22,22,C,22  An element does not conduct electricity and exists as diatomic molecules. Where in the Periodic Table is the element found? A B C D,screenshots/2016/march/component22/q22,,
2016,m,22,23,A,"23  In  the  Periodic  Table,  how  does  the  metallic  character  of  the  elements  vary  from  left  to  right across a period? It decreases. It increases. It increases then decreases. It stays the same. A B C D",screenshots/2016/march/component22/q23,,
2016,m,22,24,A,24  The elements in a group of the Periodic Table show the following trends. 1  The element with the lowest proton number has the lowest reactivity. 2  All the elements in the group form basic oxides. 3  The density of the elements increases down the group. 4  The melting point of the elements decreases down the group. In which group are the elements found? A I B IV C  VI D  VII,screenshots/2016/march/component22/q24,,
2016,m,22,25,A,25  Brass is an alloy of two metals. Which row gives a correct use for the two metals from which brass is made? A B C D metal 1 metal 2 used for electrical wiring used for galvanising steel used for galvanising steel used for making aircraft used for making aircraft used for making cutlery used for making cooking pans used for electrical wiring,screenshots/2016/march/component22/q25,,
2016,m,22,26,A,26  Iron is extracted from hematite in the blast furnace. The hematite contains silicon(IV) oxide (sand) as an impurity. What reacts with this impurity to remove it? A  calcium oxide B  carbon C  carbon dioxide D  slag,screenshots/2016/march/component22/q26,,
2016,m,22,27,C,27  The reaction below is called the ‘thermite reaction’. 2Al  +  Fe2O3  →  2Fe  +  Al 2O3 Which pair of substances reacts in a similar way? A  Fe and MgO B  Fe and ZnO C  Mg and CuO D  Zn and Al 2O3 [Turn over,screenshots/2016/march/component22/q27,,
2016,m,22,28,B,28  One  method  of  preventing  the  rusting  of  iron  is  to  keep  oxygen  away  from  the  surface  of  the 10 metal. Which way of rust prevention does not use this method? A  coating the iron with grease B  connecting the iron to a more reactive metal C  covering the iron with plastic D  painting the iron,screenshots/2016/march/component22/q28,,
2016,m,22,29,D,29  The diagram shows how water is treated to make it suitable for drinking. stage 3 stage 1 stage 2 reservoir chlorination What happens in stage 2? A  condensation B  distillation C  evaporation D filtration stage 4 drinking water,screenshots/2016/march/component22/q29,,
2016,m,22,30,B,30  Nitrogen monoxide is produced in a car engine when petrol is burnt. The gases from the car engine are passed through a catalytic converter. In  the  catalytic  converter  the  nitrogen  monoxide  reacts  with  carbon  monoxide  to  form  nitrogen and carbon dioxide. Which statement is not correct? A  Carbon monoxide is oxidised in the catalytic converter. B  Carbon monoxide is produced by the complete combustion of petrol. C  Nitrogen monoxide is formed by the reaction of nitrogen and oxygen. D  Nitrogen monoxide is reduced in the catalytic converter.,screenshots/2016/march/component22/q30,,
2016,m,22,31,C,"31  Which pollutant gas can be produced as a result of incomplete combustion of octane, C8H18? A  carbon B  carbon dioxide C  carbon monoxide D  methane",screenshots/2016/march/component22/q31,,
2016,m,22,32,C,32  Fertilisers are used to provide three elements needed to increase the yield of crops. Which two compounds would provide all three of these elements? 11 A  ammonium nitrate and calcium phosphate B  ammonium nitrate and potassium sulfate C  potassium nitrate and calcium phosphate D  potassium nitrate and potassium sulfate,screenshots/2016/march/component22/q32,,
2016,m,22,33,A,33  What is a property of concentrated sulfuric acid but not of dilute sulfuric acid? A B C D It is a dehydrating agent. It neutralises alkalis. It produces a white precipitate with barium nitrate. It reacts with metals to give a salt and hydrogen.,screenshots/2016/march/component22/q33,,
2016,m,22,34,C,34  Why does a farmer put lime (calcium oxide) on the soil? to act as a fertiliser to kill pests to make the soil less acidic to make the soil less alkaline A B C D [Turn over,screenshots/2016/march/component22/q34,,
2016,m,22,35,C,35  What is the name of fraction X? 12 petroleum A  alcohol B fuel oil C  naphtha D  paraffin,screenshots/2016/march/component22/q35,,
2016,m,22,36,B,36  Which compounds are alkanes? fractions refinery gas gasoline X kerosene diesel oil lubricating fraction bitumen compound W X Y Z formula C4H10 C5H10 C6H12 C6H14 A  W and X B  W and Z C  X and Y D  Y and Z,screenshots/2016/march/component22/q36,,
2016,m,22,37,C,37  The statements below are about the alcohol homologous series. The alcohols have the same ......1...... formula. 13 The alcohols have ......2...... chemical properties because they have the same ......3...... . The melting points of the alcohols ......4...... as the number of carbon atoms increases. Which words correctly complete gaps 1–4? A B C D 1 general general general molecular 2 3 4 different functional group decrease similar similar similar electronic structure increase functional group functional group increase increase,screenshots/2016/march/component22/q37,,
2016,m,22,38,D,38  Which structure represents a compound that dissolves in water to form an acidic solution? A B H H H C H C H H C H H C H H H C H H C H H C H C H C H H H C H H D H C H C O O H C H H C O H H H [Turn over 14,screenshots/2016/march/component22/q38,,
2016,m,22,39,B,39  The partial structure of an addition polymer is shown. H Cl H H H C H C H C H C Cl C H Cl C H What is the structure of the monomer used to make this polymer? A H C Cl C Cl H B H C Cl C HH C H C Cl C H Cl C H H D Cl C H C H H C H H,screenshots/2016/march/component22/q39,,
2016,m,22,40,D,40  Which statement about polymers is correct? A  Addition polymers are all biodegradable. B  Condensation polymers can all be hydrolysed to give amino acids. C  Condensation polymers only exist in nature. D  Forming addition polymers produces only one product. 15,screenshots/2016/march/component22/q40,,
2016,s,21,1,C,"1  The  rate  of  diffusion  of  two  gases,  methane,  CH4,  and  ethene,  C2H4,  is  measured  using  the 2 apparatus shown. constant pressure applied gas syringe gas metal foil – gas escapes through small hole in the foil Which gas diffuses faster and why? A B C D gas that diffuses faster ethene ethene reason Ethene molecules are heavier and so move faster. Ethene molecules have a double bond which makes them more reactive. methane Methane molecules are lighter and so move faster. methane Methane molecules are smaller so they can get out of the small hole more easily.",screenshots/2016/summer/component21/q1,,
2016,s,21,2,C,2  A sample of a dye is investigated by chromatography. A line is drawn across a piece of chromatography paper and a spot of the dye is placed on it. The paper is placed in water. chromatography paper spot of dye line Which row is correct? A B C D what is used to draw the line position of spot ink ink pencil pencil above the level of the water below the level of the water above the level of the water below the level of the water water 3,screenshots/2016/summer/component21/q2,,
2016,s,21,3,D,3  The paper chromatogram below was obtained from four different dyes. Which dye has an Rf value of 0.7? solvent front A B C D,screenshots/2016/summer/component21/q3,,
2016,s,21,4,B,4  Which statements about isotopes of the same element are correct? baseline 1  They  are  atoms  which  have  the  same  chemical  properties  because  they  have  the same number of electrons in their outer shell. 2  They  are  atoms  which  have  the  same  number  of  electrons  and  neutrons  but different numbers of protons. 3  They are atoms which have the same number of electrons and protons but different numbers of neutrons. A  1 and 2 B  1 and 3 C  2 only D  3 only,screenshots/2016/summer/component21/q4,,
2016,s,21,5,C,"5  The table shows the electronic structure of four atoms. atom electronic structure W X Y Z 2,8,1 2,8,4 2,8,7 2,8,8 Which two atoms combine to form a covalent compound? A  W and X B  W and Y C  X and Y D  X and Z [Turn over",screenshots/2016/summer/component21/q5,,
2016,s,21,6,C,6  Which statement describes the attractive forces between molecules (intermolecular forces)? 4 A  They are strong covalent bonds which hold molecules together. B  They are strong ionic bonds which hold molecules together. C  They are weak forces formed between covalently-bonded molecules. D  They are weak forces which hold ions together in a lattice.,screenshots/2016/summer/component21/q6,,
2016,s,21,7,A,7  The diagram represents the general structure of a solid Z. – + + – + – + – + – + – + – + – + – What is Z? A  aluminium B iodine C  silicon dioxide D  sulfur,screenshots/2016/summer/component21/q7,,
2016,s,21,8,D,"8  A compound, X, contains 40.0% carbon, 6.7% hydrogen and 53.3% oxygen by mass. The relative molecular mass, Mr, of X is 60. What is the molecular formula of X? A  CH2O B  CH4O C  C2H4O D  C2H4O2",screenshots/2016/summer/component21/q8,,
2016,s,21,9,C,9  25 cm3 of 0.1 mol / dm3 hydrochloric acid exactly neutralise 20 cm3 of aqueous sodium hydroxide. The equation for this reaction is: NaOH  +  HCl  →  NaCl  +  H2O What is the concentration of the sodium hydroxide solution? A  0.080 mol / dm3 B  0.800 mol / dm3 C  0.125 mol / dm3 D  1.25 mol / dm3,screenshots/2016/summer/component21/q9,,
2016,s,21,10,A,10  Which reactions could take place at the anode during electrolysis? 1  4OH–(aq)  →  2H2O(I)  +  O2(g)  +  4e– 5 2  2Cl –(aq)  →  Cl 2(g)  +  2e– 3  Cu2+(aq)  +  2e–  →  Cu(s) 4  2H+(aq)  +  2e–  →  H2(g) A  1 and 2 B  1 and 4 C  2 and 4 D  3 and 4,screenshots/2016/summer/component21/q10,,
2016,s,21,11,D,11  The diagram shows some properties that substances may have. To which labelled part of the diagram does 235U belong? compound B A C used as an energy source D,screenshots/2016/summer/component21/q11,,
2016,s,21,12,C,12  The diagram shows a simple cell. radioactive voltmeter V zinc electrode copper electrode electrolyte Which statement about the process occurring when the cell is in operation is correct? A  Cu2+ ions are formed in solution. B  Electrons travel through the solution. C  The reaction Zn  →  Zn2+  +  2e– occurs. D  The zinc electrode increases in mass. [Turn over,screenshots/2016/summer/component21/q12,,
2016,s,21,13,C,13  Hydrogen burns exothermically in oxygen. The equation for the reaction is: 6 The table shows the bond energies involved. 2H2  +  O2  →  2H2O bond bond energy in kJ / mol H–H O=O O–H 436 498 464 What is the energy given out during the reaction? A  –3226 kJ / mol B  –884 kJ / mol C  –486 kJ / mol D  –442 kJ / mol,screenshots/2016/summer/component21/q13,,
2016,s,21,14,D,14  A liquid X reacts with solid Y to form a gas. 7 Which two diagrams show suitable methods for investigating the rate (speed) of the reaction? 1 3 cotton wool X Y stopper X Y balance 2 4 cotton wool X Y balance stopper X Y A  1 and 3 B  1 and 4 C  2 and 3 D  2 and 4,screenshots/2016/summer/component21/q14,,
2016,s,21,15,A,15  Which statements explain why increasing temperature increases the rate of a chemical reaction? 1  Heat makes the molecules move faster and collide more often. 2  Heat makes the molecules collide with more energy so they are more likely to react. 3 Increasing temperature lowers the activation energy for the reaction. A  1 and 2 B  1 and 3 C  1 only D  2 only [Turn over,screenshots/2016/summer/component21/q15,,
2016,s,21,16,B,16  Steam reacts with carbon in an endothermic reaction. C(s)  +  H2O(g) CO(g)  +  H2(g) 8 Which conditions of temperature and pressure would give the largest yield of hydrogen? A B C D temperature pressure high high low low high low high low,screenshots/2016/summer/component21/q16,,
2016,s,21,17,C,17  Which equation represents a reduction reaction? A  Fe2+  +  e–  →  Fe3+ B  Fe2+  →  Fe3+  +  e– C  Fe3+  +  e–  →  Fe2+ D  Fe3+  →  Fe2+  +  e–,screenshots/2016/summer/component21/q17,,
2016,s,21,18,D,18  Which statements are properties of an acid? 1 2 reacts with ammonium sulfate to form ammonia turns red litmus blue A B C D 1 2,screenshots/2016/summer/component21/q18,,
2016,s,21,19,D,19  Which row describes whether an amphoteric oxide reacts with acids and bases? reacts with acids reacts with bases no no yes yes no yes no yes A B C D,screenshots/2016/summer/component21/q19,,
2016,s,21,20,A,20  Which  substance  reacts  with  dilute  sulfuric  acid  to  form  a  salt  that  can  be  removed  from  the 9 resulting mixture by filtration? A  aqueous barium chloride B  aqueous sodium hydroxide C  copper D  copper(II) carbonate,screenshots/2016/summer/component21/q20,,
2016,s,21,21,A,21  Where in the Periodic Table is the metallic character of the elements greatest? A B C D left or right at the top or bottom side of a period of a group left left right right bottom top bottom top,screenshots/2016/summer/component21/q21,,
2016,s,21,22,C,"22  Some properties of four elements, P, Q, R and S, are shown in the table. Two of these elements are in Group I of the Periodic Table and two are in Group VII. element reaction with water physical state at room temperature P Q R S reacts vigorously does not react with water reacts explosively solid solid solid dissolves giving a coloured solution liquid Which statement is correct? A  P is below R in Group I. B  Q is above R in Group I. C  Q is below S in Group VII. D  R is below S in Group VII. [Turn over",screenshots/2016/summer/component21/q22,,
2016,s,21,23,C,23  Which of the following could be a transition element? 10 A B C D melting point in °C 114 659 1677 3727 density in g / cm3 4.9 2.7 4.5 2.3 colour purple grey grey black electrical conductor no yes yes yes,screenshots/2016/summer/component21/q23,,
2016,s,21,24,C,24  Two statements about argon are given. 1  Argon has a full outer shell of electrons. 2  Argon is very reactive and is used in lamps. Which is correct? A  Both statements are correct and statement 2 explains statement 1. B  Both statements are correct but statement 2 does not explain statement 1. C  Statement 1 is correct but statement 2 is incorrect. D  Statement 2 is correct but statement 1 is incorrect.,screenshots/2016/summer/component21/q24,,
2016,s,21,25,B,"25  A student investigated the reactions of four metals, R, S, T and U, with solutions of their salts. The results are given in the table. metal metal salt S nitrate T nitrate R R S T U result reacts reacts U nitrate no reaction U nitrate reacts R nitrate no reaction What is the order of reactivity of the metals, most reactive first? A  R → S → U → T B  R → T → U → S C  S → U → T→ R D  U → R → T → S",screenshots/2016/summer/component21/q25,,
2016,s,21,26,C,"26  Three  students,  X,  Y  and  Z,  were  told  that  solid  P  reacts  with  dilute  acids  and  also  conducts electricity. 11 The table shows the students’ suggestions about the identity of P. X copper Y iron Z graphite Which of the students are correct? A  X, Y and Z B  X only C  Y only D  Z only",screenshots/2016/summer/component21/q26,,
2016,s,21,27,D,27  Which statement about the uses of metals is correct? A  Aluminium is used in the manufacture of aircraft because of its strength and high density. B  Copper is used in electrical wiring because of its strength and high density. C  Mild steel is used in the manufacture of car bodies because of its strength and resistance to corrosion. D  Stainless  steel  is  used  in  the  construction  of  chemical  plant  because  of  its  strength  and resistance to corrosion.,screenshots/2016/summer/component21/q27,,
2016,s,21,28,D,28  Aluminium is manufactured by electrolysis of aluminium oxide. The diagram shows the electrolysis cell. anode + + cathode aluminium oxide in molten cryolite molten aluminium Which statement about the process is not correct? A  Aluminium ions gain electrons during the electrolysis and are reduced. B  Cryolite is added to reduce the melting point of the aluminium oxide. C  The anode and cathode are made of graphite. D  The cathode has to be replaced regularly because it is burnt away. [Turn over 12,screenshots/2016/summer/component21/q28,,
2016,s,21,29,D,29  The diagram shows an experiment to investigate how paint affects the rusting of iron. P Q iron painted iron air water What happens to the water level in tubes P and Q? A B C D tube P tube Q falls no change rises rises rises rises falls no change,screenshots/2016/summer/component21/q29,,
2016,s,21,30,A,30  A new planet has been discovered and its atmosphere has been analysed. atmosphere The table shows the composition of its atmosphere. planet gas percentage by volume carbon dioxide nitrogen oxygen 4 72 24 Which gases are present in the atmosphere of the planet in a higher percentage than they are in the Earth’s atmosphere? A  carbon dioxide and oxygen B  carbon dioxide only C  nitrogen and oxygen D  nitrogen only,screenshots/2016/summer/component21/q30,,
2016,s,21,31,A,31  Many car exhaust systems contain a catalytic converter. Which change does not occur in a catalytic converter? 13 A  carbon dioxide → carbon B  carbon monoxide → carbon dioxide C  nitrogen oxides → nitrogen D  unburnt hydrocarbons → carbon dioxide and water,screenshots/2016/summer/component21/q31,,
2016,s,21,32,B,32  Ammonia is formed by a reversible reaction. N2(g)  +  3H2(g) 2NH3(g) The forward reaction is exothermic. Which changes in conditions would increase the yield of ammonia? A B C D increase in pressure increase in temperature,screenshots/2016/summer/component21/q32,,
2016,s,21,33,D,"33  The equation for an exothermic reaction in the Contact process is shown. 2SO2(g)  +  O2(g)  →  2SO3(g) Which effects do increasing the temperature and using a catalyst have on the rate of formation of sulfur trioxide, SO3? A B C D increasing the temperature using a catalyst rate decreases rate decreases rate decreases rate increases rate increases rate decreases rate increases rate increases [Turn over 14",screenshots/2016/summer/component21/q33,,
2016,s,21,34,D,34  A farmer’s soil is very low in both nitrogen (N) and phosphorus (P). Which fertiliser would improve the quality of this soil most effectively? percentage nitrogen (N) phosphorus (P) potassium (K) A B C D 11 12 28 31 11 37 10 29 27 10 10 9,screenshots/2016/summer/component21/q34,,
2016,s,21,35,D,"35  The diagram shows the separation of petroleum into fractions. petroleum gasoline X Y Z bitumen What could X, Y and Z represent? A B C D X Y Z diesel oil lubricating fraction paraffin lubricating fraction diesel oil paraffin paraffin lubricating fraction diesel oil paraffin diesel oil lubricating fraction",screenshots/2016/summer/component21/q35,,
2016,s,21,36,B,"36  Which of the compounds shown are in the same homologous series? 15 1  CH3OH 2  CH3CH2OH 3  CH3COOH 4  CH3CH2CH2OH A  1, 2 and 3 B  1, 2 and 4 C  1, 3 and 4 D  2, 3 and 4",screenshots/2016/summer/component21/q36,,
2016,s,21,37,A,"37  Which compounds contain the same number of carbon, hydrogen and oxygen atoms? W X Y Z ethyl methanoate  methyl ethanoate  methyl methanoate ethyl ethanoate A  W and X B  W and Y C  X and Z D  Y and Z",screenshots/2016/summer/component21/q37,,
2016,s,21,38,D,38  What  is  an  advantage  of  producing  ethanol  by  fermentation  of  sugar  compared  to  the  catalytic addition of steam to ethene? A  The alcohol produced is purer. B  The process is faster. C  The process uses high temperature. D  The process uses renewable raw materials. [Turn over,screenshots/2016/summer/component21/q38,,
2016,s,21,39,B,39  The structure of a monomer is shown. H 16 Cl C F C H Which polymer can be made from this monomer? A C Cl C Cl F C F Cl C Cl Cl C Cl Cl C Cl Cl C Cl Cl C Cl F C F B D F C H F C Cl Cl C H F C Cl Cl C H F C Cl F C H F C Cl,screenshots/2016/summer/component21/q39,,
2016,s,21,40,C,40  Which formula represents a polyester? O H N O C O C O O C O C O C N H O N H O O H N O C O C C O O N H O C O C O C O N H O N H O C A B C D 17,screenshots/2016/summer/component21/q40,,
2016,s,22,1,D,,,,
2016,s,22,2,A,"2  In the chromatography experiment shown, which label represents the solvent front? A D B C",screenshots/2016/summer/component22/q2,,
2016,s,22,3,D,"3  X is a mixture of colourless compounds. The diagram shows a chromatogram of X and of three pure compounds, P, Q and R. X P Q R Which statement is not correct? A  A locating agent was used to develop the chromatogram of X. B  P and R could be present in X. C  P and R have different solubilities in the solvent. D  Q has a greater Rf value than R.",screenshots/2016/summer/component22/q3,,
2016,s,22,4,B,4  Which statements about isotopes of the same element are correct? 3 1  They  are  atoms  which  have  the  same  chemical  properties  because  they  have  the same number of electrons in their outer shell. 2  They  are  atoms  which  have  the  same  number  of  electrons  and  neutrons  but different numbers of protons. 3  They are atoms which have the same number of electrons and protons but different numbers of neutrons. A  1 and 2 B  1 and 3 C  2 only D  3 only,screenshots/2016/summer/component22/q4,,
2016,s,22,5,C,"5  The table shows the electronic structure of four atoms. atom electronic structure W X Y Z 2,8,1 2,8,4 2,8,7 2,8,8 Which two atoms combine to form a covalent compound? A  W and X B  W and Y C  X and Y D  X and Z",screenshots/2016/summer/component22/q5,,
2016,s,22,6,C,6  Which statement describes the attractive forces between molecules (intermolecular forces)? A  They are strong covalent bonds which hold molecules together. B  They are strong ionic bonds which hold molecules together. C  They are weak forces formed between covalently-bonded molecules. D  They are weak forces which hold ions together in a lattice.,screenshots/2016/summer/component22/q6,,
2016,s,22,7,D,7  Metals consist of a lattice of positive ions in a ‘sea of electrons’. Why is aluminium malleable? Its ions are attracted to the ‘sea of electrons’. Its ions are tightly packed together. Its ions repel each other. Its layers of ions can slide over each other. A B C D [Turn over 4,screenshots/2016/summer/component22/q7,,
2016,s,22,8,B,"8  A sample of 16.0 g of a metal oxide, MO, is reduced to 12.8 g of the metal, M. What is the relative atomic mass, Ar, of M? A  32 B  64 C  80 D  128",screenshots/2016/summer/component22/q8,,
2016,s,22,9,D,9  The equation for the reaction between calcium carbonate and hydrochloric acid is shown. CaCO3(s)  +  2HCl (aq)  →  CaCl 2(aq)  +  H2O(l)  +  CO2(g) How many moles of calcium carbonate will give 24 cm3 of carbon dioxide when reacted with an excess of the acid? A  1 mol B  0.1 mol C  0.01 mol D  0.001 mol,screenshots/2016/summer/component22/q9,,
2016,s,22,10,A,"10  The diagram shows the electrolysis of molten zinc chloride, ZnCl 2. electrode X + – electrode Y molten zinc chloride Which statement is correct? A  Oxidation occurs at electrode X and the equation is: 2Cl –  →  Cl 2  +  2e–. B  Oxidation occurs at electrode Y and the equation is: Zn2+  +  2e–  →  Zn. C  Reduction occurs at electrode X and the equation is: Zn2+  +  2e–  →  Zn. D  Reduction occurs at electrode Y and the equation is: 2Cl –  →  Cl2  +  2e–. 5",screenshots/2016/summer/component22/q10,,
2016,s,22,11,D,11  The diagram shows some properties that substances may have. To which labelled part of the diagram does 235U belong? compound B A C used as an energy source D,screenshots/2016/summer/component22/q11,,
2016,s,22,12,D,12  The diagram shows a simple cell. radioactive flow of electrons metal X wire metal Y dilute sulfuric acid For which pair of metals would electrons flow from metal X to metal Y? A B C D X copper copper iron zinc Y iron zinc zinc iron [Turn over,screenshots/2016/summer/component22/q12,,
2016,s,22,13,B,13  The energy level diagram for the combustion of methane is shown. 6 CH4(g)  +  2O2(g) energy energy change CO2(g)  +  2H2O(g) Which row gives the equation and energy change for this reaction? A B C D equation energy change in kJ / mol CH4(g)  +  2O2(g)  →  CO2(g)  +  2H2O(g) CH4(g)  +  2O2(g)  →  CO2(g)  +  2H2O(g) CH4(g)  +  2O2(g)  →  CO2(g)  +  2H2O(I) CH4(g)  +  2O2(g)  →  CO2(g)  +  2H2O(I) +891 –891 +891 –891,screenshots/2016/summer/component22/q13,,
2016,s,22,14,D,14  A liquid X reacts with solid Y to form a gas. 7 Which two diagrams show suitable methods for investigating the rate (speed) of the reaction? 1 3 cotton wool X Y stopper X Y balance 2 4 cotton wool X Y balance stopper X Y A  1 and 3 B  1 and 4 C  2 and 3 D  2 and 4,screenshots/2016/summer/component22/q14,,
2016,s,22,15,C,15  Which row describes how the energy of collision between particles changes when concentration and temperature are increased? A B C D concentration temperature increases increases increases no change no change increases no change no change [Turn over,screenshots/2016/summer/component22/q15,,
2016,s,22,16,B,16  Methanol is made by reacting carbon monoxide with hydrogen. The reaction is exothermic and is a chemical equilibrium. 8 The equation for the reaction is shown. CO(g)  +  2H2(g) CH3OH(g) Which changes in temperature and pressure increase the yield of methanol? A B C D temperature pressure decrease decrease decrease increase increase decrease increase increase,screenshots/2016/summer/component22/q16,,
2016,s,22,17,C,17  Which equation represents a reduction reaction? A  Fe2+  +  e–  →  Fe3+ B  Fe2+  →  Fe3+  +  e– C  Fe3+  +  e–  →  Fe2+ D  Fe3+  →  Fe2+  +  e–,screenshots/2016/summer/component22/q17,,
2016,s,22,18,D,18  Which statements are properties of an acid? 1 2 reacts with ammonium sulfate to form ammonia turns red litmus blue A B C D 1 2,screenshots/2016/summer/component22/q18,,
2016,s,22,19,D,19  Which row describes whether an amphoteric oxide reacts with acids and bases? 9 A B C D reacts with acids reacts with bases no no yes yes no yes no yes,screenshots/2016/summer/component22/q19,,
2016,s,22,20,A,20  Silver chloride is insoluble in water and is prepared by precipitation. Which two substances can be used to make silver chloride? A  barium chloride and silver nitrate B  hydrochloric acid and silver C  hydrochloric acid and silver bromide D  sodium chloride and silver iodide,screenshots/2016/summer/component22/q20,,
2016,s,22,21,A,21  Where in the Periodic Table is the metallic character of the elements greatest? A B C D left or right at the top or bottom side of a period of a group left left right right bottom top bottom top,screenshots/2016/summer/component22/q21,,
