year,month,component,question number,text,screenshot_path,ms_path,marks
2016.0,m,42,11.0,"[Turn over 11 (a)  (i)  Fig. 11.1 shows the symbol for a logic gate and its truth table. 16 A B output input A input B output 0 1 0 1 0 0 1 1 0 0 0 1 Fig. 11.1 State the name of this logic gate. ............................................................[1] (ii)  Complete the truth table for the logic gate shown in Fig. 11.2. A B output input A input B output 0 1 0 1 0 0 1 1 Fig. 11.2 [2] (b)  Fig. 11.3 shows the system of logic gates used to ensure the security of the strongroom of a bank. A B C F D E Fig. 11.3 The strongroom door will only open when the output F is logic 1. Complete the table to show the logic states at A, B, C, D and E when the strongroom door can be opened. input A input B input C output D output E output F 1 [3]",screenshots/2016/march/component42/q11,marking_schemes/2016/march/component42/q11,6.0
2016.0,m,62,1.0,"DC (LK/SG) 107592/4 [Turn over 1  Some  students  are  investigating  the  relationship  between  potential  difference  and  current  for  a resistor. They are using the circuit shown in Fig. 1.1. 2 power supply resistor A slide wire crocodile clip V Fig. 1.1 The crocodile clip is connected at various positions on the slide wire, and the current and potential difference for the resistor are measured. (a)  The readings of potential difference V and current I for various positions of the crocodile clip are shown in Table 1.1. Draw arrows on Figs. 1.2 and 1.3 to show the meter readings for the values of V and I in the first row of the table. (cid:20) (cid:19) (cid:21) (cid:22) (cid:57) (cid:23) (cid:24) (cid:19)(cid:17)(cid:21) (cid:19) (cid:19)(cid:17)(cid:23) (cid:19)(cid:17)(cid:25) (cid:36) (cid:19)(cid:17)(cid:27) (cid:20)(cid:17)(cid:19) Fig. 1.2 Fig. 1.3 [2] 3 Table 1.1 V / V 0.4 0.8 1.2 1.6 2.0 I / A 0.08 0.17 0.25 0.34 0.41 (b)   Plot a graph of V / V (y-axis) against I / A (x-axis). Start both axes at the origin (0,0). 0 0 [4] (c)  (i)  Determine the gradient G of the graph. Show clearly on the graph how you obtained the necessary information. G =  ...........................................................[1] [Turn over 4 (ii)  The resistance value R of the resistor is numerically equal to G. Give a value for R, to a suitable number of significant figures for this experiment. Include the unit. R =  ...........................................................[2] (d)  A student suggests that potential difference and current for this resistor should be proportional. State  whether  your  graph  supports  this  suggestion.  Justify  your  statement  by  reference  to your graph. statement  .................................................................................................................................. ................................................................................................................................................... justification  ................................................................................................................................ ................................................................................................................................................... ................................................................................................................................................... [2] (e)  The students notice that the slide wire becomes very hot during the experiment. Suggest a change to the apparatus or procedure that might prevent this. ................................................................................................................................................... ................................................................................................................................................... ...............................................................................................................................................[1]",screenshots/2016/march/component62/q1,marking_schemes/2016/march/component62/q1,12.0
2016.0,m,62,2.0,"5 The class is carrying out an experiment to determine the density of glass. Each student has a test-tube, as shown in Fig. 2.1. glass test-tube d l Fig. 2.1 (a)  (i) (cid:129)  Measure the length l of the test-tube shown in Fig. 2.1. (cid:129)  Measure the external diameter d of the test-tube. l =  .......................................................... cm d =  .......................................................... cm [1] (ii)  A student uses two wooden blocks to help him to measure the diameter d of the test-tube. Describe his method. You may draw a diagram. Include one precaution which could be taken to ensure that the value of d is as reliable as possible. 2 ........................................................................................................................................... ........................................................................................................................................... .......................................................................................................................................[2] [Turn over 6 (iii)  Assuming  that  the  test-tube  is  an  approximate  cylinder,  calculate  a  value  for  its external volume V1 using the equation V1 = πd 2l 4 . V1 =  ................................................... cm3 [1] (b)  The test-tube is completely filled with water and then the water from the test-tube is poured into a measuring cylinder. (i)  Read and record the volume V2 of the water as shown in Fig. 2.2. cm3 100 80 60 40 20 Fig. 2.2 (ii)  Describe briefly how you would read the measuring cylinder to obtain a reliable value for the volume of water. You may add to Fig. 2.2 to illustrate your explanation. V2 =  ..................................................  cm3 [1] ........................................................................................................................................... ........................................................................................................................................... .......................................................................................................................................[1] (iii)  Calculate the volume V3 of the glass, using the equation V3 = V1 – V2. V3 =  ..................................................  cm3 [1] (c)  One student uses a balance to measure the mass m of the test-tube, as shown in Fig. 2.3. 7 test-tube g (i)  Calculate the density ρ of the glass, using the equation ρ =  m V3 . Fig. 2.3 (ii)  Other students are using a balance which only measures to the nearest gram. Record the mass m of the test-tube to the nearest gram. ρ =  .......................................................... [2] m =  ....................................................... g [1] (d)  The precision of the balance does not affect the accuracy of this experiment. State one possible source of inaccuracy in the experiment. Explain what effect this inaccuracy would have on the value obtained for ρ. ................................................................................................................................................... ................................................................................................................................................... ................................................................................................................................................... ................................................................................................................................................... ...............................................................................................................................................[2]",screenshots/2016/march/component62/q2,marking_schemes/2016/march/component62/q2,12.0
2016.0,m,62,3.0,"[Turn over A D 3   A  student  is  investigating  the  refraction  of  light  by  a  transparent  block.  She  uses  her  results  to determine a quantity known as the refractive index for the material of the block. 8 The student’s ray-trace sheet is shown in Fig. 3.1. M N B ray-trace sheet C P3 P4 eye Fig. 3.1 9 (a)  The student places a transparent block ABCD on the ray-trace sheet, as indicated in Fig. 3.1. She draws a line NM. (i) (cid:129)  Draw a normal to line AB at point N. The normal should start above AB and extend below AB so that it crosses line CD. (cid:129)  Label the point at which the normal crosses CD with the letter L. [1] (ii)  Measure the angle θ between the normal and line NM. θ =  ...........................................................[1] (b)  The student places two pins P1 and P2 on line NM, a suitable distance apart. On Fig. 3.1, mark and label appropriate positions for P1 and P2. [1] (c)  The student views the images of P1 and P2 through the block, from the direction indicated by the eye in Fig. 3.1. She places two pins P3 and P4, as shown in Fig. 3.1, so that pins P3 and P4, and the images of P1 and P2, all appear exactly one behind the other. (i) (cid:129)  Draw a line joining P3 and P4. Extend this line until it meets NL. (cid:129)  Label the point at which this line crosses CD with the letter E, and the point at which it meets NL with the letter F. (cid:129)  Draw a line joining points N and E. (cid:129)  Measure the length a of line NE. (cid:129)  Measure the length b of line FE. a =  ............................................................... b =  ............................................................... [2] (ii) Calculate a value n for the refractive index, using the equation n =  a b . n =  ...........................................................[2] (d)  Describe two precautions that you would take in order to obtain reliable results in this type of experiment. 1.  ............................................................................................................................................... ................................................................................................................................................... 2.  ............................................................................................................................................... ................................................................................................................................................... [2]",screenshots/2016/march/component62/q3,marking_schemes/2016/march/component62/q3,9.0
2016.0,m,62,4.0,"[Turn over 10 4  A student suggests that the area of the water surface will affect the rate of cooling of hot water in a container. Plan an experiment to investigate the relationship between surface area and rate of cooling. Write a plan for the experiment, including: (cid:129) (cid:129) (cid:129) (cid:129) (cid:129) (cid:129) the apparatus needed how you will obtain a range of surface areas instructions for carrying out the experiment the measurements you will take the precautions you will take to ensure that the results are as reliable as possible the graph you will plot from your results – you should sketch the axes, with appropriate labels. A diagram is not required but you may draw one if it helps to explain your plan. .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... 11 .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... .......................................................................................................................................................... ......................................................................................................................................................[7]",screenshots/2016/march/component62/q4,marking_schemes/2016/march/component62/q4,7.0
2016.0,s,41,1.0,"06_0625_41_2016_1.10 [Turn over *9332191914*2 1 (a) A bus travels at a constant speed. It stops for a short time and then travels at a higher constant speed. Using the axes in Fig. 1.1, draw a distance-time graph for this bus journey. distance 0 0 time Fig. 1.1 [3] (b) A lift (elevator) starts from rest at the ground floor of a building. Fig. 1.2 is the speed-time graph for the motion of the lift to the top floor of the building. speed m / s 4.0 3.0 2.0 1.0 0 0 5 10 15 20 25 time / s Fig. 1.2 06_0625_41_2016_1.10 3 Use the graph to determine the distance from the ground floor to the top floor of the building. distance =................................................................. [4]",screenshots/2016/summer/component41/q1,marking_schemes/2016/summer/component41/q1,7.0
2016.0,s,41,2.0,"06_0625_41_2016_1.10 [Turn over 2 Fig. 2.1 shows a dummy of mass 70 kg used in a crash test to investigate the safety of a new car. 4 barrier passenger compartment windscreen dummy Fig. 2.1 The car approaches a solid barrier at 20 m / s. It crashes into the barrier and stops suddenly. (a) (i) Calculate the momentum of the dummy immediately before the crash. momentum = ................................................................. [2] (ii) Determine the impulse that must be applied to the dummy to bring it to rest. impulse = ................................................................. [1] 06_0625_41_2016_1.10 5 (b) In the crash test, the passenger compartment comes to rest in 0.20 s. Calculate the deceleration of the passenger compartment. deceleration = ................................................................. [2] (c) The seat belt and air bag bring the dummy to rest so that it does not hit the windscreen. The dummy has an average deceleration of 80 m / s2. Calculate the average resultant force applied to the dummy, of mass 70 kg. force = ................................................................. [2] (d) The deceleration of the dummy is less than the deceleration of the passenger compartment. Explain why this is of benefit for the safety of a passenger. ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... [2]",screenshots/2016/summer/component41/q2,marking_schemes/2016/summer/component41/q2,9.0
2016.0,s,41,3.0,"06_0625_41_2016_1.10 [Turn over 3 Fig. 3.1 shows an oil tank that has a rectangular base of dimensions 2.4 m by 1.5 m. 6 oil depth of oil 1.5 m 1.5 m 2.4 m Fig. 3.1 The tank is filled with oil of density 850 kg / m3 to a depth of 1.5 m. (a) Calculate (i) the pressure exerted by the oil on the base of the tank, pressure = ................................................................. [2] (ii) the force exerted by the oil on the base of the tank. force = ................................................................. [2] 06_0625_41_2016_1.10 7 (b) The force calculated in (a)(ii) is the weight of the oil. Calculate the mass of oil in the tank. mass = ................................................................. [1] (c) When he is checking the level of oil in the tank, a man drops a brass key into the oil and it sinks to the bottom of the oil. (i) State what this shows about the density of brass. ................................................................................................................................ [1] (ii) Explain how attaching the key to a piece of wood could prevent the key from sinking. ................................................................................................................................ ................................................................................................................................ ................................................................................................................................ [1]",screenshots/2016/summer/component41/q3,marking_schemes/2016/summer/component41/q3,7.0
2016.0,s,41,4.0,"06_0625_41_2016_1.10 [Turn over 8 4 (a) Explain, in terms of molecules, why it is possible to compress a gas, but not a liquid. ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... [2] (b) Two containers made of insulating material contain the same volume of water at room temperature. The containers do not have lids. The volume of liquid in each container gradually decreases. (i) After a certain time, the temperature of the water has decreased to below room temperature. Explain, in terms of molecules, why the temperature has decreased. ................................................................................................................................ ................................................................................................................................ ................................................................................................................................ ................................................................................................................................ [2] (ii) One of the containers is wide and shallow. The other container is narrow and deep. Predict which container has the greater rate of cooling. Explain your answer. ................................................................................................................................ ................................................................................................................................ ................................................................................................................................ [2]",screenshots/2016/summer/component41/q4,marking_schemes/2016/summer/component41/q4,6.0
2016.0,s,41,5.0,"06_0625_41_2016_1.10 9 5 (a) State what happens to the molecules of a gas in a sealed container when the temperature of the gas is increased. ........................................................................................................................................... [1] (b) A quantity of gas is contained in a sealed container of fixed volume. The temperature of the gas is increased. State, in terms of molecules, two reasons why the pressure of the gas increases. 1. 2. ..................................................................................................................................... ..................................................................................................................................... [2] (c) A helium-filled weather balloon is held at ground level. The volume of the balloon is 4800 m3. The pressure of the helium is 98 kPa. The balloon is released and rises to a height where the volume of the balloon is 7200 m3. (i) Calculate the new pressure of the helium. Assume that the temperature stays constant. pressure = ................................................................. [2] (ii) Suggest why it may be necessary to release helium from the balloon as it rises even higher. ................................................................................................................................ ................................................................................................................................ [1]",screenshots/2016/summer/component41/q5,marking_schemes/2016/summer/component41/q5,6.0
2016.0,s,41,6.0,"06_0625_41_2016_1.10 [Turn over 6 (a) Two students are measuring the speed of sound. 10 The students are provided with a starting pistol, a stopwatch and a long measuring tape. The starting pistol, when fired, produces a loud sound and a puff of smoke at the same instant. Describe how the students use the apparatus and how they calculate the speed. You may draw a diagram. ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... [4] 06_0625_41_2016_1.10 11 (b) A device at the bottom of the sea emits a sound wave of frequency 200 Hz. (i) The speed of sound in sea-water is 1500 m / s. Calculate the wavelength of the sound in sea-water. wavelength = ................................................................. [2] (ii) The sound wave passes from the sea-water into the air. State what happens, if anything, to • the frequency of the sound, ............................................................................... ................................................................................................................................ • the speed of the sound. ..................................................................................... ................................................................................................................................ [2]",screenshots/2016/summer/component41/q6,marking_schemes/2016/summer/component41/q6,8.0
2016.0,s,41,7.0,06_0625_41_2016_1.10 [Turn over 12 7 (a) (i) A ray of light passes through a length of curved optical fibre. Draw a diagram showing the fibre and the path of the ray of light. (ii) Describe one use of optical fibres in medicine. You may draw a diagram. [1] ................................................................................................................................ ................................................................................................................................ ................................................................................................................................ ................................................................................................................................ ................................................................................................................................ ................................................................................................................................ ................................................................................................................................ [3] 06_0625_41_2016_1.10 13 (b) Draw a straight line from each wave on the left to the most appropriate speed. light in air microwaves in a vacuum sound in steel 90 m / s (9 × 10) 6000 m / s (6 × 103) 100 000 m / s (1 × 105) 1 000 000 m / s (1 × 106) 300 000 000 m / s (3 × 108) 60 000 000 000 m / s (6 × 1010) [3] (c) The refractive index of a block of glass is 1.5. Use your value for the speed of light from (b) to calculate the speed of light in this block. speed = ................................................................. [2],screenshots/2016/summer/component41/q7,marking_schemes/2016/summer/component41/q7,9.0
2016.0,s,41,8.0,"06_0625_41_2016_1.10 [Turn over 14 8 (a) Two straight, vertical wires X and Y pass through holes in a horizontal card. Fig. 8.1 shows the card viewed from above. card wire in hole X Y wire in hole Fig. 8.1 There is a current in each wire in a downward direction (into the page). (i) The magnetic field at Y due to the current in X produces a force on Y. Place a tick in each blank column of the table to indicate the direction of this magnetic field and the direction of the force. magnetic field at Y force on Y towards the top of the page towards the bottom of the page to the left to the right into the page out of the page [2] 06_0625_41_2016_1.10 15 (ii) State and explain whether there is also a force on wire X. ................................................................................................................................ ................................................................................................................................ [1] (b) Fig. 8.2 shows a d.c. supply connected to the input of a transformer. S d.c. supply iron core galvanometer Fig. 8.2 When switch S is first closed, the needle of the galvanometer deflects briefly, then returns to zero. Explain why the brief deflection occurs. ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... [3]",screenshots/2016/summer/component41/q8,marking_schemes/2016/summer/component41/q8,6.0
