year,month,component,question number,text,screenshot_path
2016,s,21,9,"9  Energy is released in some nuclear reactions. Which nuclear reaction takes place in a nuclear power station, and which nuclear reaction takes place in the Sun? A B C D nuclear power station fission fission fusion fusion the Sun fission fusion fission fusion",screenshots/physics/2016/summer/component21/q9
2016,s,21,10,10  A lorry of mass 4000 kg is travelling at a speed of 4.0 m / s. A car has a mass of 1000 kg. The kinetic energy of the car is equal to the kinetic energy of the lorry. What is the speed of the car? A  2.0 m / s B  4.0 m / s C  8.0 m / s D  16.0 m / s [Turn over 6,screenshots/physics/2016/summer/component21/q10
2016,s,21,11,"11  A force acts on an object and causes the object to move a certain distance, in the same direction as the force. Which row represents a situation in which the largest amount of work is done on the object by the force? A B C D force / N distance moved / m 2.0 10.0 20.0 100.0 40.0 2.0 6.0 1.0",screenshots/physics/2016/summer/component21/q11
2016,s,21,12,"12  A diver under water uses breathing apparatus at a depth where the pressure is 1.25 × 105 Pa. A bubble of gas breathed out by the diver has a volume of 20 cm3 when it is released. The bubble moves upwards to the surface of the water. At the surface of the water, the atmospheric pressure is 1.00 × 105 Pa. The temperature of the water is the same at all depths. What is the volume of this bubble when it reaches the surface? A  15 cm3 B  16 cm3 C  20 cm3 D  25 cm3",screenshots/physics/2016/summer/component21/q12
2016,s,21,13,13  The diagram shows a simple mercury barometer. 7 mercury The atmospheric pressure increases. Which distance increases? V W X Y Z A  VW B  WY C  XY D  XZ,screenshots/physics/2016/summer/component21/q13
2016,s,21,14,"14  Which statement about evaporation is correct? A  Evaporation causes the temperature of the remaining liquid to decrease. B  Evaporation does not occur from a cold liquid near its freezing point. C  Evaporation does not occur from a dense liquid, such as mercury. D  Evaporation occurs from all parts of a liquid.",screenshots/physics/2016/summer/component21/q14
2016,s,21,15,"15  A  beaker  contains  0.500 kg  of  water  at  a  temperature  of  3.0 °C.  The  beaker  is  heated,  and  the internal energy of the water increases by 21.0 kJ. The specific heat capacity of water is 4200 J / (kg °C). What is the temperature of the water after it has been heated? A  5.5 °C B  10.0 °C C  13.0 °C D  31.5 °C [Turn over",screenshots/physics/2016/summer/component21/q15
2016,s,21,16,16  A substance loses thermal energy (heat) to the surroundings at a steady rate. The graph shows how the temperature of the substance changes with time. 8 temperature P Q 0 0 time What could the portion PQ of the graph represent? A  gas condensing B  gas cooling C D liquid cooling liquid solidifying,screenshots/physics/2016/summer/component21/q16
2016,s,21,17,"17  A student wishes to check the upper and the lower fixed points on a Celsius scale thermometer. –10 0 10 20 30 40 50 60 70 80 90 100 110 °C She has four beakers P, Q, R and S. Beaker P contains a mixture of ice and salt. Beaker Q contains a mixture of ice and water. Beaker R contains boiling salt solution. Beaker S contains boiling water. Which two beakers should she use to check the fixed points? A  P and R B  P and S C  Q and R D  Q and S 9",screenshots/physics/2016/summer/component21/q17
2016,s,21,18,"18  Two otherwise identical cars, one black and one white, are at the same initial temperature. The cars  are  left  in  bright  sunshine  and  their  temperatures  increase.  During  the  night  their temperatures decrease. Which car shows the greater rate of temperature increase and which car shows the greater rate of temperature decrease? A B C D greater rate of temperature increase greater rate of temperature decrease black black white white black white black white",screenshots/physics/2016/summer/component21/q18
2016,s,21,19,19  A liquid is heated in a beaker. liquid heating The  density  of  the  liquid  changes  as  its  temperature  increases.  This  causes  energy  to  be transferred throughout the liquid. How does the density change and what is this energy transfer process? A B C D density energy transfer process decreases conduction decreases convection increases conduction increases convection,screenshots/physics/2016/summer/component21/q19
2016,s,21,20,20  Sound waves of frequency 2.0 kHz travel through a substance at a speed of 800 m / s. What is the wavelength of the waves? A  0.40 m B  2.5 m C  400 m D  1600 m [Turn over,screenshots/physics/2016/summer/component21/q20
2016,s,21,21,"21  Which row shows the natures of light waves, sound waves and X-rays? 10 A B C D light waves sound waves X-rays longitudinal longitudinal transverse longitudinal transverse longitudinal transverse longitudinal transverse transverse transverse longitudinal",screenshots/physics/2016/summer/component21/q21
2016,s,21,22,"22  The diagram shows light travelling from air into glass. Four angles v, w, x and y are shown. normal light air glass w v y x Which formula is used to calculate the refractive index n of the glass? A  n = sin v sin y B  n = sin v sin x C  n = sin w sin y D  n = sin w sin x",screenshots/physics/2016/summer/component21/q22
2016,s,21,23,23  The diagram shows a converging lens forming an image of an object. X image object Which statement about the image is correct? A B C D It is real and can be seen by an eye at X. It is real and can be seen by an eye at Y. It is virtual and can be seen by an eye at X. It is virtual and can be seen by an eye at Y. Y 11,screenshots/physics/2016/summer/component21/q23
2016,s,21,24,24  A sound wave travels through air as a series of compressions and rarefactions. Which  row  correctly  compares  the  air  pressure  in  a  compression  and  the  air  pressure  in  a rarefaction to the air pressure nearby where there is no sound wave? A B C D air pressure in a compression air pressure in a rarefaction higher higher lower lower higher lower higher lower,screenshots/physics/2016/summer/component21/q24
2016,s,21,25,25  A sound wave has a certain amplitude and a certain frequency. A second sound wave is quieter and lower in pitch than the first sound wave. The second wave has A  a larger amplitude and a greater frequency. B  a larger amplitude and a smaller frequency. C  a smaller amplitude and a greater frequency. D  a smaller amplitude and a smaller frequency.,screenshots/physics/2016/summer/component21/q25
2016,s,21,26,26  What is an electric field? A  a region around a wire carrying an electric current in which a compass needle experiences a force B  a region in which an electric charge experiences a force C  a region in which an electric charge is attracted by the Earth’s gravity D  a region through which electromagnetic radiation is passing [Turn over 12,screenshots/physics/2016/summer/component21/q26
2016,s,21,27,"27  A negatively charged rod is held close to one side of a metal sphere. The other side of the sphere is earthed. Which diagram shows the distribution of charge on the metal sphere? B A –– –– – – – – C + + + + –––– 28  A cell is connected to a lamp, as shown. +– –––– + + – – D ++ + + –––– A charge of 4.0 C flows through the lamp in 2.0 s. What is the direction of the electron flow in the lamp and what is the current in the lamp? A B C D direction of electron flow in lamp current / A from left to right from left to right from right to left from right to left 2.0 8.0 2.0 8.0",screenshots/physics/2016/summer/component21/q27
2016,s,21,29,29  The diagrams show four current-voltage graphs. 13 Which two graphs show the characteristics of an ohmic resistor and of a filament lamp? W X Y Z current current current current 0 0 A B C D voltage 0 0 voltage 0 0 voltage 0 0 voltage ohmic resistor filament lamp W X W X Y Y Z Z,screenshots/physics/2016/summer/component21/q29
2016,s,21,30,"30  The four circuits shown all include an a.c. power supply, two diodes and a lamp. In which circuit is there a rectified current in the lamp? A C B D [Turn over",screenshots/physics/2016/summer/component21/q30
2016,s,21,31,31  The diagram shows a combination of logic gates. 14 input P (= 0) input Q (= 1) Input P is at a logic state 0 (low) and input Q is at a logic state 1 (high). What are the logic states at output X and at output Y? output X output Y A B C D output X output Y 0 0 1 1 0 1 0 1,screenshots/physics/2016/summer/component21/q31
2016,s,21,32,32  The diagram shows part of a circuit used to switch street lamps on and off automatically. + – LDR In the evening it gets dark. Which  row  shows  the  effect  on  the  resistance  of  the  light-dependent  resistor  (LDR)  and  on  the potential difference (p.d.) across it? A B C D resistance of LDR p.d. across LDR decreases decreases increases increases decreases increases decreases increases 15,screenshots/physics/2016/summer/component21/q32
2016,s,21,33,"33  A domestic circuit includes a 30 A fuse. This protects the wiring if there is too much current in the circuit. In which wire is the 30 A fuse positioned, and what does it do when it operates? A B C D position operation live wire disconnects the circuit live wire reduces the current to 30 A neutral wire disconnects the circuit neutral wire reduces the current to 30 A",screenshots/physics/2016/summer/component21/q33
2016,s,21,34,"34  A strong electromagnet is used to attract pins. current pins core coil What happens when the current in the coil is halved? A  No pins are attracted. B  Some pins are attracted, but not as many. C  The same number of pins is attracted. D  More pins are attracted. [Turn over",screenshots/physics/2016/summer/component21/q34
2016,s,21,35,35  The diagram shows a transformer. 16 input voltage output voltage primary coil 800 turns secondary coil 40 turns The input voltage is 240 V. What is the output voltage? A  6.0 V B  12 V C  20 V D  40 V,screenshots/physics/2016/summer/component21/q35
2016,s,21,36,36  The diagram shows a shaded area where the direction of a magnetic field is into the page. A beam of β-particles enters the field as shown. beam of β-particles magnetic field into the page In which direction is the beam of β-particles deflected as they enter the magnetic field? A into the page B  out of the page C  down the page D  up the page,screenshots/physics/2016/summer/component21/q36
2016,s,21,37,"37  The arrangement shown is used to check whether the flour inside a cardboard packet is above a certain  level.  If  it  is  above  this  level,  the  flour  absorbs  the  radiation  from  the  source  so  that  it doesn’t reach the detector. 17 radioactive source cardboard packet detector flour Which type of radiation is suitable to use? A  α-particles only B  β-particles only C  either α-particles or β-particles D γ-rays only",screenshots/physics/2016/summer/component21/q37
2016,s,21,38,38  A nucleus of americium 243 95 Am emits an α-particle to form a nucleus of neptunium (Np). Which equation represents this decay? A B C 243 95 Am 243 95 Am 243 95 Am D 243 95 Am →   Np 247 97 →   Np 243 96 →   Np 243 94 →   Np 239 93 4 +   α 2 0 +   α 1- 0 +   α 1- 4 +   α 2,screenshots/physics/2016/summer/component21/q38
2016,s,21,39,39  A certain element has several isotopes. Which statement about these isotopes is correct? A  They must have different numbers of electrons orbiting their nuclei. B  They must have the same number of neutrons in their nuclei. C  They must have the same number of nucleons in their nuclei. D  They must have the same number of protons in their nuclei. [Turn over,screenshots/physics/2016/summer/component21/q39
2016,s,21,40,40  A  reading  is  taken  every  10  minutes  of  the  number  of  emissions  per  second  from  a  radioactive source. The table shows the readings. 18 time / min number of emissions per second 0 10 20 30 40 50 60 800 560 400 280 200 140 100 What is the half-life of the source? A  10 min B  20 min C  40 min D  60 min 19,screenshots/physics/2016/summer/component21/q40
2016,s,22,1,1  The diagram shows an enlarged drawing of the end of a metre rule. It is being used to measure the length of a small feather. 2 mm cm 1 0 1 2 0 2 3 0 3 What is the length of the feather? A  19 mm B  29 mm C  19 cm D  29 cm,screenshots/physics/2016/summer/component22/q1
2016,s,22,2,2  A car travels along a straight road. The speed-time graph for this journey is shown. During which labelled part of the journey is the resultant force on the car zero? B C D speed A 0 0 time,screenshots/physics/2016/summer/component22/q2
2016,s,22,3,3  A large stone is dropped from a bridge into a river. Air resistance can be ignored. Which row describes the acceleration and the speed of the stone as it falls? A B C D acceleration of the stone speed of the stone constant constant constant increasing increasing constant increasing increasing,screenshots/physics/2016/summer/component22/q3
2016,s,22,4,4  A cup contains hot liquid. Some of the liquid evaporates. 3 What happens to the mass and what happens to the weight of the liquid in the cup? A B C D mass weight decreases decreases decreases stays the same stays the same decreases stays the same stays the same,screenshots/physics/2016/summer/component22/q4
2016,s,22,5,5  Below are four statements about acceleration. Which statement is not correct? A  Acceleration always involves changing speed. B  Changing direction always involves acceleration. C  Changing speed always involves acceleration. D  Circular motion always involves acceleration.,screenshots/physics/2016/summer/component22/q5
2016,s,22,6,"6  The diagram shows a non-uniform beam of weight 120 N, pivoted at one end. The beam is kept in equilibrium by force F. 20 cm 60 cm pivot centre of mass of beam weight 120 N F What is the value of force F? A  30 N B  40 N C  360 N D  480 N [Turn over 4",screenshots/physics/2016/summer/component22/q6
2016,s,22,7,7  An object is acted upon by a 3 N force and by a 4 N force. Each diagram shows the two forces. Which diagram also shows the resultant X of these two forces? A 3 N B 3 N C 3 N 4 N X 4 N X 4 N X D X 4 N 3 N,screenshots/physics/2016/summer/component22/q7
2016,s,22,8,"8  The engine of a car produces a driving force of 5000 N on the car. Resistive forces R also act on the car, as shown. R 5000 N The car has a mass of 800 kg and an acceleration of 1.0 m / s2. What is the value of R? A  800 N B  4200 N C  5800 N D  8000 N",screenshots/physics/2016/summer/component22/q8
2016,s,22,9,"9  A stone of mass m is held at rest in water. The stone is released and falls vertically a distance h. The stone reaches a speed v. Some  of  the  original  energy  of  the  stone  is  transferred  to  the  water.  As  it  falls,  resistive  forces cause the temperature of the water and stone to increase. Which expression gives the work done against the resistive forces? A 1 mv 2 2 B  mgh  –   2 1 mv 2 C  mgh D  mgh  +   2 1 mv 2",screenshots/physics/2016/summer/component22/q9
2016,s,22,10,10  Which energy resource does not derive its energy from the Sun? 5 A  geothermal B  hydroelectric C  oil D  waves,screenshots/physics/2016/summer/component22/q10
2016,s,22,11,11  Some processes are more efficient than others. Which expression gives the efficiency of a process? A B C D total energy output total energy input × 100% useful energy output energy total input × 100% wasted energy output energy total input × 100% wasted energy output useful energy output × 100%,screenshots/physics/2016/summer/component22/q11
2016,s,22,12,"12  A diver under water uses breathing apparatus at a depth where the pressure is 1.25 × 105 Pa. A bubble of gas breathed out by the diver has a volume of 20 cm3 when it is released. The bubble moves upwards to the surface of the water. At the surface of the water, the atmospheric pressure is 1.00 × 105 Pa. The temperature of the water is the same at all depths. What is the volume of this bubble when it reaches the surface? A  15 cm3 B  16 cm3 C  20 cm3 D  25 cm3 [Turn over",screenshots/physics/2016/summer/component22/q12
2016,s,22,13,13  The diagram shows a simple mercury barometer. 6 mercury The atmospheric pressure increases. Which distance increases? V W X Y Z A  VW B  WY C  XY D  XZ,screenshots/physics/2016/summer/component22/q13
2016,s,22,14,14  Which statement describes what happens as ice at 0 °C starts to melt to become water? A  Energy is absorbed and the temperature remains constant. B  Energy is absorbed and the temperature rises. C  Energy is released and the temperature remains constant. D  Energy is released and the temperature rises.,screenshots/physics/2016/summer/component22/q14
2016,s,22,15,"15  Smoke particles, illuminated by a bright light, are seen through a microscope. They move about randomly. What causes this motion? A  attraction between the smoke particles and the molecules of the air B  collisions between the smoke particles and the molecules of the air C  evaporation of the faster-moving smoke particles D  warming of the smoke particles by the lamp",screenshots/physics/2016/summer/component22/q15
2016,s,22,16,16  A liquid is at a temperature below its boiling point. The liquid is then heated so that it becomes a gas at a temperature above its boiling point. 7 Which row correctly compares the liquid with the gas? A B C D average distance between the particles average speed of the particles greater in the liquid greater in the liquid greater in the liquid smaller in the liquid smaller in the liquid greater in the liquid smaller in the liquid smaller in the liquid,screenshots/physics/2016/summer/component22/q16
2016,s,22,17,17  A beaker of liquid is left on a laboratory bench. There is an electric fan in the laboratory causing a draught over the liquid. The liquid evaporates. Which row shows two changes that will both cause the liquid to evaporate more quickly? change to surface area of the liquid change to speed of fan decrease decrease decrease increase increase decrease increase increase A B C D,screenshots/physics/2016/summer/component22/q17
2016,s,22,18,18  Which processes occur in a metal to cause thermal conduction? electron transfer proton transfer lattice vibration key = process occurs = process does not occur A B C D [Turn over,screenshots/physics/2016/summer/component22/q18
2016,s,22,19,"19  A wooden beam is painted part black and part white. The beam absorbs infra-red radiation from the Sun during the day, and loses infra-red radiation to the surroundings at night. 8 wooden beam Which part of the beam heats up more quickly during the day, and which part cools down more quickly at night? A B C D part heating up part cooling down more quickly more quickly black black white white black white black white",screenshots/physics/2016/summer/component22/q19
2016,s,22,20,20  5.0 g of water at 25 °C is dropped onto a large block of ice at 0 °C. The water cools to 0 °C and some of the ice melts. Assume that all the energy lost by the water is gained by the ice. What is the mass of ice that melts? The specific heat capacity of water is 4.2 J / (g °C). The specific latent heat of fusion of ice is 340 J / g. A  0.062 g B  0.087 g C  1.5 g D  10 g,screenshots/physics/2016/summer/component22/q20
2016,s,22,21,21  The frequency of a wave is doubled. The speed of the wave does not change. What happens to the wavelength of the wave? It becomes four times as large. It does not change. It doubles. It halves. A B C D,screenshots/physics/2016/summer/component22/q21
2016,s,22,22,"22  Which row shows the natures of light waves, sound waves and X-rays? 9 A B C D light waves sound waves X-rays longitudinal longitudinal transverse longitudinal transverse longitudinal transverse longitudinal transverse transverse transverse longitudinal",screenshots/physics/2016/summer/component22/q22
2016,s,22,23,23  The diagram shows light passing from air into glass. air glass 60° 30° normal NOT TO SCALE The glass has a refractive index of 1.5. What is the angle of refraction in the glass? A  19° B  22° C  35° D  49°,screenshots/physics/2016/summer/component22/q23
