year,month,component,question number,text,screenshot_path
2016,s,23,20,"20  Barium sulfate is an insoluble salt. It can be made by reacting copper(II) sulfate solution with barium nitrate solution. CuSO4(aq)  +  Ba(NO3)2(aq)  →  Cu(NO3)2(aq)  +  BaSO4(s) What is the correct order of steps to obtain a pure, dry sample of barium sulfate from the reaction mixture? A B C D step 1 step 2 step 3 filter filter filter filter evaporate the filtrate leave the solid formed to dryness to cool evaporate the filtrate to the leave the filtrate to cool point of crystallisation leave the residue in a warm place to dry wash the residue with water wash the residue with water leave the residue in a warm place to dry",2016/summer/component23/q20.png
2016,s,23,21,21  Where in the Periodic Table is the metallic character of the elements greatest? left or right at the top or bottom side of a period of a group left left right right bottom top bottom top A B C D [Turn over,2016/summer/component23/q21.png
2016,s,23,22,22  Which statement about the elements in Group I is correct? 10 A  Hydrogen is evolved when they react with water. B Ions of Group I elements have a –1 charge. C  Sodium is more reactive than potassium. D  Solid sodium is a poor electrical conductor.,2016/summer/component23/q22.png
2016,s,23,23,23  Osmium is a transition element. Which row gives the expected properties of osmium? A B C D melting point density high high high low high high low high compounds formed coloured white white coloured,2016/summer/component23/q23.png
2016,s,23,24,"24  Two statements about noble gases are given. 1  Noble gases are reactive, monatomic gases. 2  Noble gases all have full outer shells of electrons. Which is correct? A  Both statements are correct and statement 2 explains statement 1. B  Both statements are correct but statement 2 does not explain statement 1. C  Statement 1 is correct but statement 2 is incorrect. D  Statement 2 is correct but statement 1 is incorrect.",2016/summer/component23/q24.png
2016,s,23,25,25  Some properties of substance X are listed. 11 ● ● ● What is X? It conducts electricity when molten. It has a high melting point. It burns in oxygen and the product dissolves in water to give a solution with pH 11. A  a covalent compound B  a macromolecule C  a metal D  an ionic compound,2016/summer/component23/q25.png
2016,s,23,26,"26  Four metals P, Q, R and S are added to separate aqueous solutions of their ions. The results are shown. metal P2+ Q2+ R2+ S2+ P Q R S key = reaction occurs = reaction does not occur What is the order of reactivity of the metals, most reactive first? A  Q → P → S → R B  Q → S → P → R C  R → P → S → Q D  R → S → P → Q",2016/summer/component23/q26.png
2016,s,23,27,27  Copper is a transition element used to make saucepans. Which property is not correct for copper? A  good conductor of heat B C insoluble in water low melting point D  malleable (can be hammered into shape) [Turn over,2016/summer/component23/q27.png
2016,s,23,28,28  Aluminium is extracted by electrolysis of a mixture of aluminium oxide and cryolite. 12 Which statement is not correct? A  The electrodes are made from graphite. B  The formula for aluminium oxide is Al 2O3. C  The purpose of the cryolite is to lower the melting point of the mixture. D  The reaction taking place at the anode is Al 3+  +  3e–  →  Al .,2016/summer/component23/q28.png
2016,s,23,29,29  The diagram shows an experiment to investigate how paint affects the rusting of iron. P Q iron painted iron air water What happens to the water level in tubes P and Q? A B C D tube P tube Q falls no change rises rises rises rises falls no change,2016/summer/component23/q29.png
2016,s,23,30,30  A new planet has been discovered and its atmosphere has been analysed. atmosphere 13 The table shows the composition of its atmosphere. planet gas percentage by volume carbon dioxide nitrogen oxygen 4 72 24 Which gases are present in the atmosphere of the planet in a higher percentage than they are in the Earth’s atmosphere? A  carbon dioxide and oxygen B  carbon dioxide only C  nitrogen and oxygen D  nitrogen only,2016/summer/component23/q30.png
2016,s,23,31,31  Catalytic converters are used to remove some gaseous pollutants from car exhaust fumes. Which gas is removed from the fumes by oxidation? A  carbon dioxide B  carbon monoxide C  nitrogen D  nitrogen oxide,2016/summer/component23/q31.png
2016,s,23,32,32  Ammonia is produced by the Haber process. N2(g)  +  3H2(g)  →  2NH3(g). Which statement about the Haber process is not correct? A  An iron catalyst is used to increase the rate of reaction. B  The reaction is carried out at high temperature to increase the rate of reaction. C  The reaction is carried out at low pressure to increase the yield of ammonia. D  The reaction is reversible. [Turn over 14,2016/summer/component23/q32.png
2016,s,23,33,33  One step in the manufacture of sulfuric acid is the oxidation of sulfur dioxide to sulfur trioxide. Which conditions are used for this step? A B C D temperature / °C 450 450 450 450 pressure / atmospheres 1.5 1.5 200 200 catalyst iron vanadium(V) oxide iron vanadium(V) oxide,2016/summer/component23/q33.png
2016,s,23,34,34  Which process is used to make lime (calcium oxide) from limestone (calcium carbonate)? A  chromatography B  electrolysis C D fractional distillation thermal decomposition,2016/summer/component23/q34.png
2016,s,23,35,"35  The diagram shows the separation of petroleum into fractions. petroleum gasoline X Y Z bitumen What could X, Y and Z represent? A B C D X Y Z diesel oil lubricating fraction paraffin lubricating fraction diesel oil paraffin paraffin lubricating fraction diesel oil paraffin diesel oil lubricating fraction 15",2016/summer/component23/q35.png
2016,s,23,36,36  Which  compound  does  not  belong  to  the  same  homologous  series  as  the  other  three compounds? A  CH3OH B  C2H5COOH C  C2H5OH D  C7H15OH,2016/summer/component23/q36.png
2016,s,23,37,37  The structure of an alkene and the structure of an ester are shown. P Q H H C H H C H CC H C H H H H C H H C H C O O H C H H C H H What are the names of P and Q? A B C D P Q but-1-ene ethyl propanoate but-1-ene propyl ethanoate but-2-ene ethyl propanoate but-2-ene propyl ethanoate,2016/summer/component23/q37.png
2016,s,23,38,38  What  is  an  advantage  of  producing  ethanol  by  fermentation  of  sugar  compared  to  the  catalytic addition of steam to ethene? A  The alcohol produced is purer. B  The process is faster. C  The process uses high temperature. D  The process uses renewable raw materials. [Turn over,2016/summer/component23/q38.png
2016,s,23,39,39  A polymer has the formula shown. 16 CH3 C COOH H C H n From which monomers can it be formed? R H C H CH3 C COOH S CH3 C H H C COOH T COOH C CH3 H C H U COOH C H H C CH3 A  R and S B  R and T C  S and U D  T and U,2016/summer/component23/q39.png
2016,s,23,40,40  Which row shows a natural polymer with the same linkages as a synthetic polymer? natural polymer synthetic polymer complex carbohydrate nylon complex carbohydrate protein protein Terylene nylon Terylene A B C D 17,2016/summer/component23/q40.png
2016,s,22,1,"1  The  particles  of  a  substance  gain  energy  and  change  from  a  regular  ordered  structure  to  a disordered structure with large distances between the particles. 2 2 Which change of state is described? A  boiling B  evaporation C  melting D  sublimation In the chromatography experiment shown, which label represents the solvent front? A D B C",2016/summer/component22/q1.png
2016,s,22,3,"3  X is a mixture of colourless compounds. The diagram shows a chromatogram of X and of three pure compounds, P, Q and R. X P Q R Which statement is not correct? A  A locating agent was used to develop the chromatogram of X. B  P and R could be present in X. C  P and R have different solubilities in the solvent. D  Q has a greater Rf value than R.",2016/summer/component22/q3.png
2016,s,22,4,4  Which statements about isotopes of the same element are correct? 3 1  They  are  atoms  which  have  the  same  chemical  properties  because  they  have  the same number of electrons in their outer shell. 2  They  are  atoms  which  have  the  same  number  of  electrons  and  neutrons  but different numbers of protons. 3  They are atoms which have the same number of electrons and protons but different numbers of neutrons. A  1 and 2 B  1 and 3 C  2 only D  3 only,2016/summer/component22/q4.png
2016,s,22,5,"5  The table shows the electronic structure of four atoms. atom electronic structure W X Y Z 2,8,1 2,8,4 2,8,7 2,8,8 Which two atoms combine to form a covalent compound? A  W and X B  W and Y C  X and Y D  X and Z",2016/summer/component22/q5.png
2016,s,22,6,6  Which statement describes the attractive forces between molecules (intermolecular forces)? A  They are strong covalent bonds which hold molecules together. B  They are strong ionic bonds which hold molecules together. C  They are weak forces formed between covalently-bonded molecules. D  They are weak forces which hold ions together in a lattice.,2016/summer/component22/q6.png
2016,s,22,7,7  Metals consist of a lattice of positive ions in a ‘sea of electrons’. Why is aluminium malleable? Its ions are attracted to the ‘sea of electrons’. Its ions are tightly packed together. Its ions repel each other. Its layers of ions can slide over each other. A B C D [Turn over 4,2016/summer/component22/q7.png
2016,s,22,8,"8  A sample of 16.0 g of a metal oxide, MO, is reduced to 12.8 g of the metal, M. What is the relative atomic mass, Ar, of M? A  32 B  64 C  80 D  128",2016/summer/component22/q8.png
2016,s,22,9,9  The equation for the reaction between calcium carbonate and hydrochloric acid is shown. CaCO3(s)  +  2HCl (aq)  →  CaCl 2(aq)  +  H2O(l)  +  CO2(g) How many moles of calcium carbonate will give 24 cm3 of carbon dioxide when reacted with an excess of the acid? A  1 mol B  0.1 mol C  0.01 mol D  0.001 mol,2016/summer/component22/q9.png
2016,s,22,10,"10  The diagram shows the electrolysis of molten zinc chloride, ZnCl 2. electrode X + – electrode Y molten zinc chloride Which statement is correct? A  Oxidation occurs at electrode X and the equation is: 2Cl –  →  Cl 2  +  2e–. B  Oxidation occurs at electrode Y and the equation is: Zn2+  +  2e–  →  Zn. C  Reduction occurs at electrode X and the equation is: Zn2+  +  2e–  →  Zn. D  Reduction occurs at electrode Y and the equation is: 2Cl –  →  Cl",2016/summer/component22/q10.png
2016,s,22,2,2  +  2e–. 5 11  The diagram shows some properties that substances may have. To which labelled part of the diagram does 235U belong? compound B A C used as an energy source D,2016/summer/component22/q2.png
2016,s,22,12,12  The diagram shows a simple cell. radioactive flow of electrons metal X wire metal Y dilute sulfuric acid For which pair of metals would electrons flow from metal X to metal Y? A B C D X copper copper iron zinc Y iron zinc zinc iron [Turn over,2016/summer/component22/q12.png
2016,s,22,13,13  The energy level diagram for the combustion of methane is shown. 6 CH4(g)  +  2O2(g) energy energy change CO2(g)  +  2H2O(g) Which row gives the equation and energy change for this reaction? A B C D equation energy change in kJ / mol CH4(g)  +  2O2(g)  →  CO2(g)  +  2H2O(g) CH4(g)  +  2O2(g)  →  CO2(g)  +  2H2O(g) CH4(g)  +  2O2(g)  →  CO2(g)  +  2H2O(I) CH4(g)  +  2O2(g)  →  CO2(g)  +  2H2O(I) +891 –891 +891 –891,2016/summer/component22/q13.png
2016,s,22,14,14  A liquid X reacts with solid Y to form a gas. 7 Which two diagrams show suitable methods for investigating the rate (speed) of the reaction? 1 3 cotton wool X Y stopper X Y balance 2 4 cotton wool X Y balance stopper X Y A  1 and 3 B  1 and 4 C  2 and 3 D  2 and 4,2016/summer/component22/q14.png
2016,s,22,15,15  Which row describes how the energy of collision between particles changes when concentration and temperature are increased? A B C D concentration temperature increases increases increases no change no change increases no change no change [Turn over,2016/summer/component22/q15.png
2016,s,22,16,16  Methanol is made by reacting carbon monoxide with hydrogen. The reaction is exothermic and is a chemical equilibrium. 8 The equation for the reaction is shown. CO(g)  +  2H2(g) CH3OH(g) Which changes in temperature and pressure increase the yield of methanol? A B C D temperature pressure decrease decrease decrease increase increase decrease increase increase,2016/summer/component22/q16.png
2016,s,22,17,17  Which equation represents a reduction reaction? A  Fe2+  +  e–  →  Fe3+ B  Fe2+  →  Fe3+  +  e– C  Fe3+  +  e–  →  Fe2+ D  Fe3+  →  Fe2+  +  e–,2016/summer/component22/q17.png
2016,s,22,18,18  Which statements are properties of an acid? 1 2 reacts with ammonium sulfate to form ammonia turns red litmus blue A B C D 1 2,2016/summer/component22/q18.png
2016,s,22,19,19  Which row describes whether an amphoteric oxide reacts with acids and bases? 9 A B C D reacts with acids reacts with bases no no yes yes no yes no yes,2016/summer/component22/q19.png
2016,s,22,20,20  Silver chloride is insoluble in water and is prepared by precipitation. Which two substances can be used to make silver chloride? A  barium chloride and silver nitrate B  hydrochloric acid and silver C  hydrochloric acid and silver bromide D  sodium chloride and silver iodide,2016/summer/component22/q20.png
2016,s,22,21,21  Where in the Periodic Table is the metallic character of the elements greatest? A B C D left or right at the top or bottom side of a period of a group left left right right bottom top bottom top,2016/summer/component22/q21.png
2016,s,22,22,"22  Rubidium is a Group I metal. Which statement about rubidium is not correct? It has a higher melting point than lithium. It has one electron in its outer shell. It reacts vigorously with water. It reacts with chlorine to form rubidium chloride, RbCl . A B C D [Turn over",2016/summer/component22/q22.png
2016,s,22,23,"23  The table gives information about four elements, P, Q, R and S. 10 P Q R S melting point in °C 98 –39 1410 1535 electrical conductivity of element when solid density in g / cm3 colour of iodide of element good good poor good 0.97 13.53 2.33 7.87 white red colourless green Which elements could be transition elements? A  P, Q and S B  Q and S only  C  R and S only  D  S only 24  Part of the Periodic Table is shown. Which element is a gas that does not form a compound with potassium? C 25  Some magnesium compounds undergo thermal decomposition. A B D What  are  the  products  of  thermal  decomposition  of  magnesium  nitrate,  Mg(NO3)2,  and magnesium hydroxide, Mg(OH)2? A B C D Mg(NO3)2 Mg(OH)2 MgO, NO2 and O2 MgO and H2O MgO, NO2 and O2 MgO and H2 Mg(NO2)2 and O2 MgO and H2O Mg(NO2)2 and O2 MgO and H2",2016/summer/component22/q23.png
2016,s,22,26,26  Which property is not considered a typical metallic property? A  good conductor of heat B low melting point C  malleable (can be hammered into shape) D  strong,2016/summer/component22/q26.png
2016,s,22,27,27  Iron from a blast furnace is treated with oxygen and with calcium oxide to make steel. 11 Which substances in the iron are removed? A B C D oxygen removes carbon carbon iron iron calcium oxide removes acidic oxides basic oxides acidic oxides basic oxides,2016/summer/component22/q27.png
2016,s,22,28,28  Why is cryolite used during the extraction of aluminium by electrolysis? A B C D It is a catalyst for the reaction. It lowers the melting point of the electrolyte. It protects the anodes. It separates the aluminium from the electrolyte.,2016/summer/component22/q28.png
2016,s,22,29,29  The diagram shows an experiment to investigate how paint affects the rusting of iron. P Q iron painted iron air water What happens to the water level in tubes P and Q? A B C D tube P tube Q falls no change rises rises rises rises falls no change [Turn over,2016/summer/component22/q29.png
2016,s,22,30,30  A new planet has been discovered and its atmosphere has been analysed. atmosphere 12 The table shows the composition of its atmosphere. planet gas percentage by volume carbon dioxide nitrogen oxygen 4 72 24 Which gases are present in the atmosphere of the planet in a higher percentage than they are in the Earth’s atmosphere? A  carbon dioxide and oxygen B  carbon dioxide only C  nitrogen and oxygen D  nitrogen only,2016/summer/component22/q30.png
2016,s,22,31,31  The gases coming from a car’s engine contain oxides of nitrogen. How are these oxides formed? A  Nitrogen reacts with carbon dioxide. B  Nitrogen reacts with carbon monoxide. C  Nitrogen reacts with oxygen. D  Nitrogen reacts with petrol.,2016/summer/component22/q31.png
2016,s,22,32,32  Ammonia is manufactured by a reversible reaction. N2(g)  +  3H2(g) 2NH3(g) 13 The forward reaction is exothermic. What  is  the  effect  of  increasing  the  pressure  on  the  percentage  yield  and  rate  of  formation  of ammonia? percentage yield rate of formation A B C D decreases decreases decreases increases increases decreases increases increases,2016/summer/component22/q32.png
2016,s,22,33,33  The Contact process is used for the manufacture of sulfuric acid. Which statement about this process is not correct? A  A catalyst of iron is used. B  Oxygen from the air is used to react with sulfur dioxide. C  Sulfur trioxide dissolves in sulfuric acid to form oleum. D  The temperature used is around 450 °C.,2016/summer/component22/q33.png
2016,s,22,34,34  Lime (calcium oxide) is used to treat waste water from a factory. Which substance is removed by the lime? A  ammonia B  sodium chloride C  sodium hydroxide D  sulfuric acid [Turn over,2016/summer/component22/q34.png
2016,s,22,35,"35  The diagram shows the separation of petroleum into fractions. 14 gasoline X Y Z bitumen petroleum What could X, Y and Z represent? A B C D X Y Z diesel oil lubricating fraction paraffin lubricating fraction diesel oil paraffin paraffin lubricating fraction diesel oil paraffin diesel oil lubricating fraction",2016/summer/component22/q35.png
2016,s,22,36,"36  Which compound is not an alkane, CnH2n+2? A  CH3CH2CH2CH3 B (CH3)2CHCH3 C  CH3CHCHCH3 D (CH3)3CH",2016/summer/component22/q36.png
2016,s,22,37,37  An ester is formed when a carboxylic acid reacts with an alcohol. Which ester is formed when propanoic acid and ethanol react? A  CH3CO2CH2CH3 B  CH3CO2CH2CH2CH3 C  CH3CH2CO2CH3 D  CH3CH2CO2CH2CH3,2016/summer/component22/q37.png
2016,s,22,38,38  What  is  an  advantage  of  producing  ethanol  by  fermentation  of  sugar  compared  to  the  catalytic 15 addition of steam to ethene? A  The alcohol produced is purer. B  The process is faster. C  The process uses high temperature. D  The process uses renewable raw materials.,2016/summer/component22/q38.png
2016,s,22,39,39  In which row are the monomer and polymer chain correctly matched? A B C D monomer part of the polymer chain CH3CH=CHCH3 –CH(CH3)–CH(CH3)–CH(CH3)–CH(CH3)– CH2=CHCl –CHCl –CHCl –CHCl –CHCl – CH3CH=CH2 –CH3–CH–CH2–CH3–CH–CH2– CH2=CHCH2CH3 –CH2–CH2–CH2–CH(CH2CH3)–,2016/summer/component22/q39.png
2016,s,21,1,"1  The  rate  of  diffusion  of  two  gases,  methane,  CH4,  and  ethene,  C2H4,  is  measured  using  the 2 apparatus shown. constant pressure applied gas syringe gas metal foil – gas escapes through small hole in the foil Which gas diffuses faster and why? A B C D gas that diffuses faster ethene ethene reason Ethene molecules are heavier and so move faster. Ethene molecules have a double bond which makes them more reactive. methane Methane molecules are lighter and so move faster. methane Methane molecules are smaller so they can get out of the small hole more easily.",2016/summer/component21/q1.png
2016,s,21,2,2  A sample of a dye is investigated by chromatography. A line is drawn across a piece of chromatography paper and a spot of the dye is placed on it. The paper is placed in water. chromatography paper spot of dye line Which row is correct? A B C D what is used to draw the line position of spot ink ink pencil pencil above the level of the water below the level of the water above the level of the water below the level of the water water 3,2016/summer/component21/q2.png
2016,s,21,3,3  The paper chromatogram below was obtained from four different dyes. Which dye has an Rf value of 0.7? solvent front A B C D,2016/summer/component21/q3.png
2016,s,21,4,4  Which statements about isotopes of the same element are correct? baseline 1  They  are  atoms  which  have  the  same  chemical  properties  because  they  have  the same number of electrons in their outer shell. 2  They  are  atoms  which  have  the  same  number  of  electrons  and  neutrons  but different numbers of protons. 3  They are atoms which have the same number of electrons and protons but different numbers of neutrons. A  1 and 2 B  1 and 3 C  2 only D  3 only,2016/summer/component21/q4.png
2016,s,21,5,"5  The table shows the electronic structure of four atoms. atom electronic structure W X Y Z 2,8,1 2,8,4 2,8,7 2,8,8 Which two atoms combine to form a covalent compound? A  W and X B  W and Y C  X and Y D  X and Z [Turn over",2016/summer/component21/q5.png
2016,s,21,6,6  Which statement describes the attractive forces between molecules (intermolecular forces)? 4 A  They are strong covalent bonds which hold molecules together. B  They are strong ionic bonds which hold molecules together. C  They are weak forces formed between covalently-bonded molecules. D  They are weak forces which hold ions together in a lattice.,2016/summer/component21/q6.png
2016,s,21,7,7  The diagram represents the general structure of a solid Z. – + + – + – + – + – + – + – + – + – What is Z? A  aluminium B iodine C  silicon dioxide D  sulfur,2016/summer/component21/q7.png
2016,s,21,8,"8  A compound, X, contains 40.0% carbon, 6.7% hydrogen and 53.3% oxygen by mass. The relative molecular mass, Mr, of X is 60. What is the molecular formula of X? A  CH2O B  CH4O C  C2H4O D  C2H4O2",2016/summer/component21/q8.png
2016,s,21,9,9  25 cm3 of 0.1 mol / dm3 hydrochloric acid exactly neutralise 20 cm3 of aqueous sodium hydroxide. The equation for this reaction is: NaOH  +  HCl  →  NaCl  +  H2O What is the concentration of the sodium hydroxide solution? A  0.080 mol / dm3 B  0.800 mol / dm3 C  0.125 mol / dm3 D  1.25 mol / dm3,2016/summer/component21/q9.png
2016,s,21,10,10  Which reactions could take place at the anode during electrolysis? 1  4OH–(aq)  →  2H2O(I)  +  O2(g)  +  4e– 5 2  2Cl –(aq)  →  Cl 2(g)  +  2e– 3  Cu2+(aq)  +  2e–  →  Cu(s) 4  2H+(aq)  +  2e–  →  H2(g) A  1 and 2 B  1 and 4 C  2 and 4 D  3 and 4,2016/summer/component21/q10.png
2016,s,21,11,11  The diagram shows some properties that substances may have. To which labelled part of the diagram does 235U belong? compound B A C used as an energy source D,2016/summer/component21/q11.png
2016,s,21,12,12  The diagram shows a simple cell. radioactive voltmeter V zinc electrode copper electrode electrolyte Which statement about the process occurring when the cell is in operation is correct? A  Cu2+ ions are formed in solution. B  Electrons travel through the solution. C  The reaction Zn  →  Zn2+  +  2e– occurs. D  The zinc electrode increases in mass. [Turn over,2016/summer/component21/q12.png
2016,s,21,13,13  Hydrogen burns exothermically in oxygen. The equation for the reaction is: 6 The table shows the bond energies involved. 2H2  +  O2  →  2H2O bond bond energy in kJ / mol H–H O=O O–H 436 498 464 What is the energy given out during the reaction? A  –3226 kJ / mol B  –884 kJ / mol C  –486 kJ / mol D  –442 kJ / mol,2016/summer/component21/q13.png
2016,s,21,14,14  A liquid X reacts with solid Y to form a gas. 7 Which two diagrams show suitable methods for investigating the rate (speed) of the reaction? 1 3 cotton wool X Y stopper X Y balance 2 4 cotton wool X Y balance stopper X Y A  1 and 3 B  1 and 4 C  2 and 3 D  2 and 4,2016/summer/component21/q14.png
2016,s,21,15,15  Which statements explain why increasing temperature increases the rate of a chemical reaction? 1  Heat makes the molecules move faster and collide more often. 2  Heat makes the molecules collide with more energy so they are more likely to react. 3 Increasing temperature lowers the activation energy for the reaction. A  1 and 2 B  1 and 3 C  1 only D  2 only [Turn over,2016/summer/component21/q15.png
2016,s,21,16,16  Steam reacts with carbon in an endothermic reaction. C(s)  +  H2O(g) CO(g)  +  H2(g) 8 Which conditions of temperature and pressure would give the largest yield of hydrogen? A B C D temperature pressure high high low low high low high low,2016/summer/component21/q16.png
2016,s,21,17,17  Which equation represents a reduction reaction? A  Fe2+  +  e–  →  Fe3+ B  Fe2+  →  Fe3+  +  e– C  Fe3+  +  e–  →  Fe2+ D  Fe3+  →  Fe2+  +  e–,2016/summer/component21/q17.png
2016,s,21,18,18  Which statements are properties of an acid? 1 2 reacts with ammonium sulfate to form ammonia turns red litmus blue A B C D 1 2,2016/summer/component21/q18.png
2016,s,21,19,19  Which row describes whether an amphoteric oxide reacts with acids and bases? reacts with acids reacts with bases no no yes yes no yes no yes A B C D,2016/summer/component21/q19.png
2016,s,21,20,20  Which  substance  reacts  with  dilute  sulfuric  acid  to  form  a  salt  that  can  be  removed  from  the 9 resulting mixture by filtration? A  aqueous barium chloride B  aqueous sodium hydroxide C  copper D  copper(II) carbonate,2016/summer/component21/q20.png
2016,s,21,21,21  Where in the Periodic Table is the metallic character of the elements greatest? A B C D left or right at the top or bottom side of a period of a group left left right right bottom top bottom top,2016/summer/component21/q21.png
2016,s,21,22,"22  Some properties of four elements, P, Q, R and S, are shown in the table. Two of these elements are in Group I of the Periodic Table and two are in Group VII. element reaction with water physical state at room temperature P Q R S reacts vigorously does not react with water reacts explosively solid solid solid dissolves giving a coloured solution liquid Which statement is correct? A  P is below R in Group I. B  Q is above R in Group I. C  Q is below S in Group VII. D  R is below S in Group VII. [Turn over",2016/summer/component21/q22.png
2016,s,21,23,23  Which of the following could be a transition element? 10 A B C D melting point in °C 114 659 1677 3727 density in g / cm3 4.9 2.7 4.5 2.3 colour purple grey grey black electrical conductor no yes yes yes,2016/summer/component21/q23.png
2016,s,21,24,24  Two statements about argon are given. 1  Argon has a full outer shell of electrons. 2  Argon is very reactive and is used in lamps. Which is correct? A  Both statements are correct and statement 2 explains statement 1. B  Both statements are correct but statement 2 does not explain statement 1. C  Statement 1 is correct but statement 2 is incorrect. D  Statement 2 is correct but statement 1 is incorrect.,2016/summer/component21/q24.png
