year,month,component,question number,answer,text,screenshot_path,ms_path,marks
2019.0,s,23,25.0,A,"25  Which statement about ultrasound is correct? A B C D It has a higher frequency than audible sound, and it is a longitudinal wave. It has a higher frequency than audible sound, and it is a transverse wave. It has a lower frequency than audible sound, and it is a longitudinal wave. It has a lower frequency than audible sound, and it is a transverse wave.",screenshots/physics/2019/summer/component23/q25,,
2019.0,s,23,26.0,B,"26  A metal bar is placed inside a current-carrying coil, as shown in diagram 1. There is a small current in the coil. The bar holds a few nails, as shown in diagram 2. nails diagram 1 diagram 2 When there is no current in the coil, the nails drop off. Which row is correct? A B C D metal from which the bar is made effect of a larger current in the coil soft iron soft iron steel steel it makes no difference the bar holds more nails it makes no difference the bar holds more nails",screenshots/physics/2019/summer/component23/q26,,
2019.0,s,23,27.0,D,"27  Diagram 1 shows two thin, uncharged strips of plastic. Diagram 2 shows the same strips after they have been rubbed with a dry cloth. 11 strips of plastic strips of plastic diagram 1 diagram 2 Which row describes the charge on the strips after rubbing, and the force between the strips after rubbing? A B C D charge on strips force between strips opposite opposite the same the same attraction repulsion attraction repulsion",screenshots/physics/2019/summer/component23/q27,,
2019.0,s,23,28.0,B,28  A cell has an electromotive force (e.m.f.) of 1.5 V. What does this statement mean? A  The cell converts 1.0 J of energy when driving 1.5 C of charge round a complete circuit. B  The cell converts 1.5 J of energy when driving 1.0 C of charge round a complete circuit. C  The cell converts 1.5 J of energy per second when driving 1.0 C of charge round a complete circuit. D  The cell converts 1.5 W of power when driving 1.0 C of charge round a complete circuit. [Turn over,screenshots/physics/2019/summer/component23/q28,,
2019.0,s,23,29.0,C,29  Two wires X and Y are made from the same metal and have the same resistance. Which row identifies a possible pair of values for X and for Y? 12 A B C D length of X / cm diameter of X / mm length of Y / cm diameter of Y / mm 50 50 50 50 0.40 0.40 0.40 0.40 200 200 200 200 0.10 0.20 0.80 1.60,screenshots/physics/2019/summer/component23/q29,,
2019.0,s,23,30.0,C,"30  The diagram shows a circuit including a lamp, an electric bell and three switches S1, S2 and S3. The lamp and bell are not faulty. S1 S3 S2 The bell is ringing but the lamp is not lit. Which switches are closed? A  S1 only B  S1 and S2 only C  S1 and S3 only D  S1, S2 and S3",screenshots/physics/2019/summer/component23/q30,,
2019.0,s,23,31.0,B,31  A lamp is to be connected in a circuit so that the potential difference (p.d.) across it can be varied 13 from 0 to 6 V. Which circuit would be most suitable? A C 6 V 6 V B D 6 V 6 V,screenshots/physics/2019/summer/component23/q31,,
2019.0,s,23,32.0,C,32  A 12 V battery is connected to a combination of 2.0 Ω resistors as shown. 12 V 2.0 Ω 2.0 Ω 2.0 Ω What is the current in the battery? A  1.5 A B  2.0 A C  4.0 A D  6.0 A [Turn over 14,screenshots/physics/2019/summer/component23/q32,,
2019.0,s,23,33.0,C,"33  A student is designing a lighting circuit for a dolls’ house. He sets up two different circuits. Each circuit contains a 12 V power supply and three identical lamps. Each  lamp  is  designed  to  operate  at  normal  brightness  when  connected  individually  to  a  12 V supply. 12 V power supply 12 12 V power supply 12 circuit 1 circuit 2 Which statement is correct? A B C D In circuit 1, each of the lamps is at normal brightness. In circuit 1, if one lamp fails, the other lamps remain lit. In circuit 2, if one lamp fails, the other lamps remain lit. In circuit 2, the current from the power supply is less than in circuit 1.",screenshots/physics/2019/summer/component23/q33,,
2019.0,s,23,34.0,B,34  The combination of logic gates shown has two inputs and one output. input 1 input 2 output Which single logic gate is equivalent to this combination? A  AND B  NOR C  NOT D  OR,screenshots/physics/2019/summer/component23/q34,,
2019.0,s,23,35.0,C,35  A simple wiring diagram for an electric cooker is shown. 15 electric cooker metal casing live neutral earth Why is there a wire connecting the metal case of the cooker to earth? connection to casing It improves the efficiency of the cooker. It prevents the metal case from becoming too hot when the cooker is left on. It reduces the risk of an electric shock if the live wire touches the metal case. A B C D  The electric cooker will not switch on without it.,screenshots/physics/2019/summer/component23/q35,,
2019.0,s,23,36.0,C,36  α-particles are directed at a metal foil. Most of the particles pass through the foil with little change in direction. A small proportion of the particles are scattered back through large angles. What does this evidence suggest about the structure of an atom? A B C D It consists of a charged centre much smaller than the size of the atom and with little of the mass of the atom. It  consists  of  a  negative  charge  the  size  of  the  atom  containing  small  positive  charges scattered through it. It consists of a charged centre much smaller than the size of the atom but with most of the mass of the atom. It  consists  of  a  positive  charge  the  size  of  the  atom  containing  small  negative  charges scattered through it. [Turn over,screenshots/physics/2019/summer/component23/q36,,
2019.0,s,23,37.0,A,37  A conductor carrying a current is placed in a magnetic field. In which direction does the force on the conductor act? 16 current D A C B S N A B C D A B C D,screenshots/physics/2019/summer/component23/q37,,
2019.0,s,23,38.0,D,,,,
2019.0,s,23,39.0,B,,,,
2019.0,s,23,40.0,A,,,,
2019.0,s,22,1.0,C,1  Which quantity can be measured directly using a micrometer screw gauge? 2 A B C D the area of a sheet of paper the mass of a sheet of paper the thickness of a sheet of paper the volume of a sheet of paper,screenshots/physics/2019/summer/component22/q1,,
2019.0,s,22,2.0,C,2  Four objects are moving along a straight line. The distance of an object from a fixed point on the line is plotted against time for each object. Which object is decelerating? distance from fixed point 0 0 A C distance from fixed point time 0 0 distance from fixed point distance from fixed point B D time 0 0 time 0 0 time 3,screenshots/physics/2019/summer/component22/q2,,
2019.0,s,22,3.0,D,"3  A heavy metal ball falls vertically downwards through air past four equally spaced levels J, K, L and M. metal ball level J level K level L level M The times taken to fall from one level to the next are measured. Where is the speed of the ball greatest and which time is shortest? A B C D speed is greatest between time is shortest between J and K J and K L and M L and M J and K L and M J and K L and M",screenshots/physics/2019/summer/component22/q3,,
2019.0,s,22,4.0,D,4  Four students make statements about the mass of an object. Which statement is correct? A  The mass of an object depends on the gravitational field which acts on the object. B  The  mass  of  an  object divided  by  its  weight is equal  to  the  acceleration  with  which  it  falls freely. C  The mass of an object increases when the temperature of the object increases. D  The mass of an object resists change in motion of the object.,screenshots/physics/2019/summer/component22/q4,,
2019.0,s,22,5.0,C,5  A metal has a density of 8.0 g / cm3. A solid cube of mass 1.0 kg is made from this metal. How long is each side of the cube? A  0.50 cm B  2.0 cm C  5.0 cm D  42 cm [Turn over,screenshots/physics/2019/summer/component22/q5,,
2019.0,s,22,6.0,B,6  An experiment is done to determine the spring constant for a spring. Different loads are hung from the spring and its length is measured for each different load. 4 The graph shows how its length varies with load. weight of load / N 4.0 3.0 2.0 1.0 0 0 4 8 12 16 20 length of spring / cm What is the value of the spring constant? B  0.25 N / cm C  4.0 N / cm D  5.0 N / cm A  0.20 N / cm,screenshots/physics/2019/summer/component22/q6,,
2019.0,s,22,7.0,B,"7  A beam is pivoted at its centre of mass. It is acted upon by two forces, 10 N and 5.0 N, as shown. 25 cm 15 cm pivot 10 N 5.0 N What is the resultant moment about the pivot? A  25 N cm anticlockwise B  25 N cm clockwise C  175 N cm anticlockwise D  175 N cm clockwise",screenshots/physics/2019/summer/component22/q7,,
2019.0,s,22,8.0,C,,,,
2019.0,s,22,9.0,C,,,,
2019.0,s,22,10.0,C,10  A machine is very efficient. What does this mean? C  12 kg m / s D  24 kg m / s A B C D It produces a large amount of power. It uses very little energy. It wastes very little energy. It works very quickly.,screenshots/physics/2019/summer/component22/q10,,
2019.0,s,22,11.0,A,11  A force F acts on a body and the body moves a distance d in the direction of the force. Which expression for the work done W is correct? A  W = Fd B  W = Fd 2 C  W =  2 1 Fd D  W =  2 1 Fd 2,screenshots/physics/2019/summer/component22/q11,,
2019.0,s,22,12.0,D,12  A boy produces an average power output of 60 W as he rides his bicycle for 2.0 minutes. How much useful energy does he expend? A  0.50 J B  30 J C  120 J D  7200 J [Turn over,screenshots/physics/2019/summer/component22/q12,,
2019.0,s,22,13.0,C,13  The  diagram  shows  a  stone  suspended  on  a  string  under  the  surface  of  a  liquid.  The  stone experiences a pressure caused by the liquid. 6 string liquid stone What would increase the pressure on the stone? A  decreasing the surface area of the stone B C D  using a liquid with a lower density increasing the mass of the stone lowering the stone deeper into the liquid,screenshots/physics/2019/summer/component22/q13,,
2019.0,s,22,14.0,A,"14  At room temperature, iron is difficult to compress. At the same temperature, oxygen is much easier to compress. Which comparison of the structures of iron and oxygen explains this? A  The iron particles are closer together. B  The iron particles have a greater mass. C  The iron particles can be magnetised. D  The iron particles have less average kinetic energy.",screenshots/physics/2019/summer/component22/q14,,
2019.0,s,22,15.0,A,"15  A  night  storage  heater  contains  a  large  block  of  material  that  is  heated  electrically  during  the night. During the day the block cools down, releasing thermal energy into the room. 7 Which thermal capacity and which night-time temperature increase will cause the most energy to be stored by the block? A B C D thermal capacity of block night-time temperature increase large large small small large small large small",screenshots/physics/2019/summer/component22/q15,,
2019.0,s,22,16.0,B,16  100 g of water at 25 °C is poured into an insulated cup. 50 g of ice at 0 °C is added to the water. The water is stirred until the temperature of the water has fallen to 0 °C. 18 g of ice remains unmelted. The specific heat capacity of water is 4.2 J / g °C. Which value does this experiment give for the specific latent heat of fusion of ice? A  210 J / g B  330 J / g C  580 J / g D  770 J / g,screenshots/physics/2019/summer/component22/q16,,
2019.0,s,22,17.0,B,"17  The handle of a metal saucepan is made of plastic. As the saucepan heats up, the handle gets warmer. Which statement explains this? A  Molecules of the plastic radiate their energy to other molecules. B  Molecules of the plastic vibrate more and pass on their energy to nearby molecules. C  The free electrons in the plastic transfer the thermal energy along the handle. D  The heated molecules very slowly move along the plastic handle. [Turn over",screenshots/physics/2019/summer/component22/q17,,
2019.0,s,22,18.0,B,18  The metal surface of a kettle is hot. What happens to the cool air outside the kettle when it comes into contact with the hot kettle? 8 A  The density of the air decreases and the air falls. B  The density of the air decreases and the air rises. C  The density of the air increases and the air falls. D  The density of the air increases and the air rises.,screenshots/physics/2019/summer/component22/q18,,
2019.0,s,22,19.0,D,19  Vacuum flasks usually have silvered walls that help to keep the contents of the flask hot. Why are the walls silvered? A B C D to absorb thermal energy from the air around the flask to increase the rate of convection inside the flask to reduce energy loss to the surroundings by conduction to reflect thermal radiation back into the flask,screenshots/physics/2019/summer/component22/q19,,
2019.0,s,22,20.0,C,20  When water waves pass through a gap they diffract. The diagrams show wavefronts approaching a narrow gap. In which diagram will the diffraction be least? A B C D,screenshots/physics/2019/summer/component22/q20,,
2019.0,s,22,21.0,D,21  Which conditions are necessary for light to be totally internally reflected? A B C D the incident light is in angle of incidence the less dense medium the less dense medium the more dense medium the more dense medium less than the critical angle greater than the critical angle less than the critical angle greater than the critical angle 9,screenshots/physics/2019/summer/component22/q21,,
2019.0,s,22,22.0,B,22  Light is travelling through air. The light strikes a glass block at an angle of incidence of 45°. The glass has a refractive index of 1.4. What is the angle of refraction of the light as it enters the glass? A  29° B  30° C  32° D  82°,screenshots/physics/2019/summer/component22/q22,,
2019.0,s,22,23.0,D,"23  An eclipse of the Sun happens when the Moon comes between the Earth and the Sun. Which statement is correct? A Infra-red radiation from the Sun disappears before visible light and ultra-violet radiation. B  Ultra-violet radiation from the Sun disappears before visible light and infra-red radiation. C  Visible light from the Sun disappears before ultra-violet radiation and infra-red radiation. D Infra-red  radiation,  ultra-violet  radiation  and  visible  light  from  the  Sun  all  disappear  at  the same moment.",screenshots/physics/2019/summer/component22/q23,,
2019.0,s,22,24.0,B,24  A pulse of sound is produced at the bottom of a boat. The sound travels through the water and is reflected from a shoal of fish. The sound reaches the boat again after 1.2 s. The speed of sound in the water is 1500 m / s. boat shoal of fish How far below the bottom of the boat is the shoal of fish? A  450 m B  900 m C  1800 m D  3600 m,screenshots/physics/2019/summer/component22/q24,,
2019.0,s,22,25.0,A,25  An observer stands at the finish line of a 100 m race. He wants to time the winner’s run. He starts his stop-watch as soon as he sees the smoke from the starting gun instead of when he hears the bang. What is the reason for doing this? A  Light travels much faster than sound. B  There is a risk he might respond to an echo from a wall. C  Humans react slower to sound than to light. D  Humans react more quickly to sound than to light. [Turn over,screenshots/physics/2019/summer/component22/q25,,
2019.0,s,22,26.0,B,26  A soft iron bar is a long way from any magnetic field. How can the material of the bar be described? 10 A B C D It is magnetic and strongly magnetised. It is magnetic and unmagnetised. It is non-magnetic and strongly magnetised. It is non-magnetic and unmagnetised.,screenshots/physics/2019/summer/component22/q26,,
2019.0,s,22,27.0,D,"27  Diagram 1 shows two thin, uncharged strips of plastic. Diagram 2 shows the same strips after they have been rubbed with a dry cloth. strips of plastic strips of plastic diagram 1 diagram 2 Which row describes the charge on the strips after rubbing, and the force between the strips after rubbing? A B C D charge on strips force between strips opposite opposite the same the same attraction repulsion attraction repulsion",screenshots/physics/2019/summer/component22/q27,,
2019.0,s,22,28.0,B,28  A cell has an electromotive force (e.m.f.) of 1.5 V. What does this statement mean? A  The cell converts 1.0 J of energy when driving 1.5 C of charge round a complete circuit. B  The cell converts 1.5 J of energy when driving 1.0 C of charge round a complete circuit. C  The cell converts 1.5 J of energy per second when driving 1.0 C of charge round a complete circuit. D  The cell converts 1.5 W of power when driving 1.0 C of charge round a complete circuit. 11,screenshots/physics/2019/summer/component22/q28,,
2019.0,s,22,29.0,A,29  A metal wire of length 100 cm and cross-sectional area 0.20 mm2 has a resistance of 8.0 Ω. What is the resistance of a wire of the same metal of length 50 cm and cross-sectional area of 0.40 mm2? B  8.0 Ω C  16 Ω D  32 Ω A  2.0 Ω,screenshots/physics/2019/summer/component22/q29,,
2019.0,s,22,30.0,A,,,,
2019.0,s,22,31.0,B,31  A lamp is to be connected in a circuit so that the potential difference (p.d.) across it can be varied from 0 to 6 V. 12 32  Components X and Y can be inserted to complete the circuit below. The completed circuit is a potential  divider  in  which  the  potential  difference  across  component  Y  increases  when  the temperature increases. X Y V Which row shows the components X and Y? A B C D X light-dependent resistor Y resistor resistor resistor thermistor light-dependent resistor thermistor resistor,screenshots/physics/2019/summer/component22/q31,,
2019.0,s,22,32.0,D,,,,
2019.0,s,22,33.0,C,33  Which two logic gates each have a high output (1) when both of their inputs are low (0)? 13 A  AND and OR B  AND and NOR C  NAND and NOR D  NAND and OR,screenshots/physics/2019/summer/component22/q33,,
2019.0,s,22,34.0,A,34  Two NAND gates are joined together as shown. input 1 input 2 Which single logic gate is equivalent to this combination? output D  OR A  AND B  NAND C  NOR,screenshots/physics/2019/summer/component22/q34,,
2019.0,s,22,35.0,D,35  Which components are designed to improve the safe working of a mains electrical supply? A B C D circuit breaker earth wire (cid:22) (cid:22) (cid:26) (cid:22) (cid:22) (cid:26) (cid:22) (cid:22) fuse (cid:26) (cid:22) (cid:22) (cid:22) [Turn over 14,screenshots/physics/2019/summer/component22/q35,,
2019.0,s,22,36.0,A,36  The diagram shows a current-carrying wire placed between two magnetic poles. The current is in the direction shown. wire S N current direction What is the direction of the force on the wire? A B C D towards the bottom of the page towards the top of the page towards the left-hand side of the page towards the right-hand side of the page,screenshots/physics/2019/summer/component22/q36,,
2019.0,s,22,37.0,B,37  Diagram 1 shows an a.c. generator. The coil is turning as shown. diagram 1 15 coil N S Diagram 2 shows the output voltage produced by the generator as the coil turns. Which point on diagram 2 shows the voltage induced when the coil is moving through the position shown in diagram 1? output voltage 0 0 diagram 2 A B C D time,screenshots/physics/2019/summer/component22/q37,,
2019.0,s,22,38.0,C,38  Which observation provides evidence for the nuclear atom? A  attraction of opposite charges B  emission of γ-rays during the decay of a radioactive nuclide C  scattering of α-particles by thin metal foils D  scattering of γ-rays by a thin metal foil [Turn over,screenshots/physics/2019/summer/component22/q38,,
2019.0,s,22,39.0,B,39  The  chemical  symbol  for  uranium  is  U.  The  equation  represents  the  radioactive  decay  of uranium-235. 16 235U92 → xThy + 4He2 What are the numbers x and y? A B C D x 231 231 239 239 y 94 90 94 90,screenshots/physics/2019/summer/component22/q39,,
2019.0,s,22,40.0,C,,,,
2019.0,s,21,1.0,C,1  Which quantity can be measured directly using a micrometer screw gauge? 2 A B C D the area of a sheet of paper the mass of a sheet of paper the thickness of a sheet of paper the volume of a sheet of paper,screenshots/physics/2019/summer/component21/q1,,
2019.0,s,21,2.0,C,2  The velocity of an object increases from 30 m / s to 50 m / s in 5.0 seconds. What is the average acceleration of the object? A  0.10 m / s2 B  0.25 m / s2 C  4.0 m / s2 D  10 m / s2,screenshots/physics/2019/summer/component21/q2,,
2019.0,s,21,3.0,D,"3  A heavy metal ball falls vertically downwards through air past four equally spaced levels J, K, L and M. metal ball level J level K level L level M The times taken to fall from one level to the next are measured. Where is the speed of the ball greatest and which time is shortest? A B C D speed is greatest between time is shortest between J and K J and K L and M L and M J and K L and M J and K L and M",screenshots/physics/2019/summer/component21/q3,,
2019.0,s,21,4.0,C,4  A body is moved from place X to place Y where the gravitational field strength is different. What happens to its mass and to its weight due to the move? 3 A B C D mass changes changes stays the same stays the same weight changes stays the same changes stays the same,screenshots/physics/2019/summer/component21/q4,,
2019.0,s,21,5.0,C,5  The diagrams show four solid blocks with their dimensions and masses. Which block has the greatest density? A area = 10 cm2 B area = 20 cm2 2.0 cm 2.0 cm mass = 14 g mass = 48 g C area = 10 cm2 D area = 20 cm2 2.0 cm 2.0 cm mass = 54 g mass = 68 g,screenshots/physics/2019/summer/component21/q5,,
2019.0,s,21,6.0,D,6  A student wishes to determine the spring constant of a spring where it obeys Hooke’s law. Different loads are hung from the spring and its length is measured for each different load. The table shows the results of the experiment. weight of load / N length of spring / cm 0 12 2.0 20 4.0 28 5.0 38 What is the value of the spring constant of the spring? A  0.13 N / cm B  0.14 N / cm C  0.19 N / cm D  0.25 N / cm [Turn over,screenshots/physics/2019/summer/component21/q6,,
2019.0,s,21,7.0,D,7  A mass of 20 kg is held stationary by a rope passing over a frictionless pulley. pulley 4 T 20 kg What is the tension T in the rope? A  10 kg B  20 kg C  100 N D  200 N,screenshots/physics/2019/summer/component21/q7,,
2019.0,s,21,8.0,C,"8  A boat starts moving across a river at velocity v perpendicular to the river bank. The boat encounters a current along the river of velocity u, as shown. v u river Which vector diagram shows the resultant velocity r of the boat? A r u v B r u v C u v r D u r v",screenshots/physics/2019/summer/component21/q8,,
2019.0,s,21,9.0,C,"9  A ball of mass 0.50 kg falls and hits the floor at 10 m / s. It rebounds at speed 8.0 m / s, as shown. 5 before collision after collision 10 m / s 8 m / s The collision between the ball and the floor lasts for 0.50 s. What is the average force acting on the ball during the collision? A  2.0 N upwards B  2.0 N downwards C  18 N upwards D  18 N downwards",screenshots/physics/2019/summer/component21/q9,,
2019.0,s,21,10.0,B,10  An object falls from the top of a building that is 25 m high. Air resistance is negligible. What is the speed of the object when it hits the ground? A  10 m / s B  22 m / s C  25 m / s D  625 m / s,screenshots/physics/2019/summer/component21/q10,,
2019.0,s,21,11.0,C,11  A machine is very efficient. What does this mean? A B C D It produces a large amount of power. It uses very little energy. It wastes very little energy. It works very quickly.,screenshots/physics/2019/summer/component21/q11,,
2019.0,s,21,12.0,A,12  A  crane  takes  2.0  minutes  to  lift  a  load  to  the  top  of  a  building.  The  change  in  gravitational potential energy of the load is 360 kJ. What is the useful power output of the crane? A  3.0 kW B  180 kW C  720 kW D  43 200 kW [Turn over,screenshots/physics/2019/summer/component21/q12,,
2019.0,s,21,13.0,C,13  The  diagram  shows  a  stone  suspended  on  a  string  under  the  surface  of  a  liquid.  The  stone experiences a pressure caused by the liquid. 6 string liquid stone What would increase the pressure on the stone? A  decreasing the surface area of the stone B C D  using a liquid with a lower density increasing the mass of the stone lowering the stone deeper into the liquid,screenshots/physics/2019/summer/component21/q13,,
2019.0,s,21,14.0,A,14  A stationary smoke particle is hit by a fast-moving nitrogen molecule. Which  row  describes  the  motion  of  the  smoke  particle  and  of  the  nitrogen  molecule  after  the collision? A B C D smoke particle nitrogen molecule moves moves remains stationary remains stationary rebounds stops rebounds stops,screenshots/physics/2019/summer/component21/q14,,
2019.0,s,21,15.0,A,"15  A  night  storage  heater  contains  a  large  block  of  material  that  is  heated  electrically  during  the night. During the day the block cools down, releasing thermal energy into the room. 7 Which thermal capacity and which night-time temperature increase will cause the most energy to be stored by the block? A B C D thermal capacity of block night-time temperature increase large large small small large small large small",screenshots/physics/2019/summer/component21/q15,,
2019.0,s,21,16.0,B,16  100 g of water at 25 °C is poured into an insulating cup. 50 g of ice at 0 °C is added to the water. The water is stirred until the temperature of the water has fallen to 0 °C. 18 g of ice remains unmelted. The specific heat capacity of water is 4.2 J / g °C. Which value does this experiment give for the specific latent heat of fusion of ice? A  210 J / g B  330 J / g C  580 J / g D  770 J / g,screenshots/physics/2019/summer/component21/q16,,
2019.0,s,21,17.0,D,17  In which does thermal conduction not occur? A  a gas B  a liquid C  a solid D  a vacuum [Turn over,screenshots/physics/2019/summer/component21/q17,,
2019.0,s,21,18.0,B,18  The metal surface of a kettle is hot. What happens to the cool air outside the kettle when it comes into contact with the hot kettle? 8 A  The density of the air decreases and the air falls. B  The density of the air decreases and the air rises. C  The density of the air increases and the air falls. D  The density of the air increases and the air rises.,screenshots/physics/2019/summer/component21/q18,,
2019.0,s,21,19.0,B,19  Some hot water is sealed inside a metal can. The can is in a vacuum in outer space. The hot water slowly cools down. How does the thermal energy escape into space? A  by conduction then convection B  by conduction then radiation C  by evaporation then convection D  by evaporation then radiation,screenshots/physics/2019/summer/component21/q19,,
2019.0,s,21,20.0,C,20  When water waves pass through a gap they diffract. The diagrams show wavefronts approaching a narrow gap. In which diagram will the diffraction be least? A B C D,screenshots/physics/2019/summer/component21/q20,,
2019.0,s,21,21.0,B,21  An object is placed 30 cm in front of a plane mirror. Which statement describes the image of the object? A  The image is the same size and 30 cm from the object. B  The image is the same size and 60 cm from the object. C  The image is smaller and 30 cm from the object. D  The image is smaller and 60 cm from the object.,screenshots/physics/2019/summer/component21/q21,,
2019.0,s,21,22.0,D,"22  A small object O is placed near a converging lens, as shown. The lens forms an image I. 9 I O Which statement is correct? A  The image I is diminished. B  The image I is inverted. C  The image I is real. D  The object O is closer to the lens than its principal focus.",screenshots/physics/2019/summer/component21/q22,,
2019.0,s,21,23.0,D,"23  An eclipse of the Sun happens when the Moon comes between the Earth and the Sun. Which statement is correct? A Infra-red radiation from the Sun disappears before visible light and ultra-violet radiation. B  Ultra-violet radiation from the Sun disappears before visible light and infra-red radiation. C  Visible light from the Sun disappears before ultra-violet radiation and infra-red radiation. D Infra-red  radiation,  ultra-violet  radiation  and  visible  light  from  the  Sun  all  disappear  at  the same moment.",screenshots/physics/2019/summer/component21/q23,,
2019.0,s,21,24.0,B,24  A pulse of sound is produced at the bottom of a boat. The sound travels through the water and is reflected from a shoal of fish. The sound reaches the boat again after 1.2 s. The speed of sound in the water is 1500 m / s. boat shoal of fish How far below the bottom of the boat is the shoal of fish? A  450 m B  900 m C  1800 m D  3600 m [Turn over,screenshots/physics/2019/summer/component21/q24,,
2019.0,s,21,25.0,A,,,,
2019.0,s,21,26.0,D,,,,
2019.0,s,21,27.0,D,"27  Diagram 1 shows two thin, uncharged strips of plastic. Diagram 2 shows the same strips after they have been rubbed with a dry cloth. strips of plastic strips of plastic diagram 1 diagram 2 Which row describes the charge on the strips after rubbing, and the force between the strips after rubbing? A B C D charge on strips force between strips opposite opposite the same the same attraction repulsion attraction repulsion",screenshots/physics/2019/summer/component21/q27,,
