component,question number,text,topic
21,20,20  Which property is shown by all metals? A B C D They are extracted from their ores by heating with carbon. They conduct electricity. They form acidic oxides. They react with hydrochloric acid to form hydrogen.,10 Metals
21,19,19  Statement  1:  An  aluminium  alloy  containing  a  small  amount  of  copper  is  stronger  than  pure aluminium. Statement 2: Alloys are made by mixing molten metals together and allowing them to cool. Which of the following is true? A  Both statements are correct and statement 2 explains statement 1. B  Both statements are correct but statement 2 does not explain statement 1. C  Statement 1 is correct but statement 2 is not correct. D  Statement 2 is correct but statement 1 is not correct. PhysicsAndMathsTutor.com,10 Metals
21,18,18  The three statements below about aluminium are all correct. 1 2 3 Aluminium has an oxide ore. Aluminium is extracted from its ore by electrolysis. Aluminium is used to make cooking utensils. In which of these statements can ‘aluminium’ be replaced by ‘iron’ and still be correct? A B C D 1 2 3,10 Metals
21,7,"7  W, X, Y and Z are four metals. Some properties of these metals are listed below. 1 2 3 Only W and Z can be extracted by reduction of their oxides with carbon. Only X will react with cold water. Only Z can be found ‘native’ (not combined with any other element). What is the correct order of these metals in the reactivity series (most reactive first)? A  X, W, Y, Z B  X, Y, W, Z C  Z, W, Y, X D  Z, Y, W, X PhysicsAndMathsTutor.com",10 Metals
21,16,16  The diagram represents the structure of substance S. What is S? A  an alloy B  an ionic solid C  a macromolecule D  a pure metal PhysicsAndMathsTutor.com,10 Metals
21,15,"15  A substance, X, has the following properties. 1 2 3 4 It has a high melting point. It conducts electricity in the solid and liquid states. It is malleable. It had a high density. What is X? A  a ceramic B  copper C  graphite D  sodium chloride",10 Metals
21,13,13  Which element is a metal? PhysicsAndMathsTutor.com 14  Pure metals conduct electricity and can be hammered into different shapes. Why are metals sometimes used as alloys? A  Alloys are cheaper than the metals they are made from. B  Alloys are easier to hammer into different shapes. C  Alloys are harder and keep their shape better. D  Alloys conduct electricity better.,10 Metals
21,11,"11  Some properties of four elements W, X, Y and Z are listed. 1 2 3 4 W melts at 1410 °C and forms an acidic oxide. X has a high density and is easily drawn into wires. Y acts as a catalyst and its oxide reacts with acids. Z is a red-brown solid used to make alloys. Which of the elements are metals? A  1 and 3 B  2, 3 and 4 C  2 and 3 only  D  2 and 4 only 12  M is a shiny silver metal. It has a melting point of 1455 °C. Many of its compounds are green. What is metal M? A  aluminium B  copper C  mercury D  nickel",10 Metals
21,8,8  Which statement is correct for all metals? A  conduct electricity when molten B  gain electrons when they form ions C  have a low density D  have a low melting point,10 Metals
21,5,"5  The diagrams show what happens when three different metals are added to water. bubbles of gas flame X Y Z What are X, Y and Z? 6  Which substances do not react together? A  calcium  +  water B  copper  +  dilute hydrochloric acid C  sodium  +  water D  zinc  +  dilute hydrochloric acid",10 Metals
21,9,9  Aluminium is the most common metal in the Earth’s crust. Which is not a property of aluminium? A B low density resistance to corrosion C  good conductor of electricity D  poor conductor of heat,10 Metals
21,2,"2  Tin is a metal that is less reactive than iron and is extracted from its ore cassiterite, SnO2. Which statements about tin are correct? 1 2 3 Tin can be extracted from cassiterite using carbon. Tin does not conduct electricity. Tin is hard and shiny. A  1,1,1, 21, B  1 and 2 only  C  1 and 3 only  D  2 and 3 only PhysicsAndMathsTutor.com 3  Some chemical properties of three metals W, X and Y and their oxides are shown. What is the order of reactivity of these metals, most reactive first? A  W → Y → X B  X → Y → W C  Y → W → X D  Y → X → W",10 Metals
21,3,3  Copper is a transition element used to make saucepans. Which property is not correct for copper? A  good conductor of heat B C insoluble in water low melting point D  malleable (can be hammered into shape) PhysicsAndMathsTutor.com,10 Metals
21,2,2  Copper is sometimes used to make cooking utensils. saucepan gas ring Three properties of copper are given. 1 2 3 corrosion resistant good conductor of electricity good conductor of heat Which properties make copper a suitable metal for making cooking utensils? A  1 and 3 B  1 only C  2 and 3 D  2 only,10 Metals
21,1,1  Which statement about the uses of metals is correct? A  Aluminium is used in the manufacture of aircraft because of its strength and high density. B  Copper is used in electrical wiring because of its strength and high density. C  Mild steel is used in the manufacture of car bodies because of its strength and resistance to corrosion. D  Stainless  steel  is  used  in  the  construction  of  chemical  plant  because  of  its  strength  and resistance to corrosion.,10 Metals
21,20,20  The diagram shows the manufacture of steel. gas X waste gases molten iron What is gas X? A  carbon dioxide B  chlorine C  hydrogen D  oxygen PhysicsAndMathsTutor.com,10 Metals
21,19,19  The diagram shows the materials used in the production of steel from impure iron. impure iron oxygen an oxide of element X steel What could element X be? A  calcium B  carbon C  nitrogen D  sulfur,10 Metals
21,17,17  Which  row  describes  the  conditions  used  to  make  steel  from  the  iron  produced  by  a  blast furnace? 18  Some metals react readily with dilute hydrochloric acid. Some metals can be extracted by heating their oxides with carbon. For which metal are both statements correct? A  calcium B  copper C iron D  magnesium PhysicsAndMathsTutor.com,10 Metals
21,16,"16  A metal is extracted from hematite, its oxide ore. What is the metal and how is the oxide reduced? A B C D metal method of reduction Al Al Fe Fe electrolysis heating with carbon electrolysis heating with carbon",10 Metals
21,15,15  Many metals are extracted from their ores by heating the metal oxide with carbon. Which metal cannot be extracted using this method? A  aluminium B  copper C iron D  zinc PhysicsAndMathsTutor.com,10 Metals
21,14,14  Which statement about the extraction of iron from its ore is correct? A B C D Iron is more difficult to extract than zinc. Iron is more difficult to extract than copper. Iron is easy to extract because it is a transition metal. Iron cannot be extracted by reduction with carbon.,10 Metals
21,13,"13  Iron is extracted from its ore in a Blast Furnace. Hematite, coke, limestone and hot air are added to the furnace. Which explanation is not correct? A  Coke burns and produces a high temperature. B  Hematite is the ore containing the iron as iron oxide. C  Hot air provides the oxygen for the burning. D  Limestone reduces the iron oxide to iron.",10 Metals
21,12,"12  The Basic Oxygen Process converts iron into steel. In step 1, oxygen is blown into impure molten iron. In step 2, oxides are removed by reaction with calcium oxide. oxygen waste gases molten iron and calcium oxide Which chemical reaction takes place in step 1 and which type of oxides are removed in step 2? chemical reaction in step 1 type of oxides removed in step 2 A B C D carbon is converted to carbon dioxide carbon is converted to carbon dioxide iron is converted to iron(III) oxide iron is converted to iron(III) oxide acidic basic acidic basic PhysicsAndMathsTutor.com",10 Metals
21,10,10  Which substance is not involved in the extraction of iron from hematite? A  carbon B  carbon monoxide C  calcium carbonate D  nitrogen PhysicsAndMathsTutor.com,10 Metals
21,9,9  Iron is extracted from hematite in the Blast Furnace. waste gases raw materials firebrick lining air slag molten iron The hematite contains silica as an impurity. What reacts with this impurity to remove it? A  calcium oxide B  carbon C  carbon dioxide D  oxygen,10 Metals
21,8,8  Four reactions that take place in the blast furnace to produce iron are shown. Which reaction is used to keep the furnace hot? A  C  +  O2  →  CO2 B  CO2  +  C  →  2CO C  Fe2O3  +  3C  →  2Fe  +  3CO D  Fe2O3  +  3CO  →  2Fe  +  3CO2 PhysicsAndMathsTutor.com,10 Metals
21,7,7  The diagram shows a blast furnace. In which part is iron ore changed to iron? A B C D,10 Metals
21,5,5  Which  row  describes  the  conditions  used  to  make  steel  from  the  iron  produced  by  a  blast furnace? 6  Molten iron from the blast furnace contains impurities. The process of turning the impure iron into steel involves blowing oxygen into the molten iron and adding calcium oxide. What are the reasons for blowing in oxygen and adding calcium oxide? blowing in oxygen adding calcium oxide A B C D carbon is removed by reacting with oxygen reacts with acidic impurities making slag carbon is removed by reacting with oxygen reacts with slag and so removes it iron reacts with the oxygen reacts with acidic impurities making slag iron reacts with the oxygen reacts with slag and so removes it PhysicsAndMathsTutor.com,10 Metals
21,4,4  Iron is extracted from hematite in a blast furnace. Which reaction increases the temperature in the blast furnace to over 1500 °C? A  calcium carbonate → calcium oxide + carbon dioxide B  calcium oxide + silicon dioxide → calcium silicate C  carbon + oxygen → carbon dioxide D  carbon dioxide + carbon → carbon monoxide,10 Metals
21,2,"2  Iron is obtained from its ore in a blast furnace and is used to make steel. Iron obtained from the blast furnace is contaminated with ......1...... . In order to remove this substance, ......2...... is passed through the molten iron. ......3...... is also added to remove oxides of phosphorus and silicon which are ......4...... . Which words complete the sentences about the conversion of iron to steel? 3  Iron is extracted from its ore (hematite) in the blast furnace. Which gas is produced as a waste product? A  carbon dioxide B  hydrogen C  nitrogen D  oxygen PhysicsAndMathsTutor.com",10 Metals
21,4,4  The list shows the order of reactivity of some elements. K         Na         Ca         Mg         Zn         Fe         (H) N Which statement about the reactivity of these metals is correct? A  Copper reacts with steam to form hydrogen gas. B  Magnesium is more reactive than calcium. C  Potassium reacts with water to form hydrogen gas. D  Sodium oxide is reduced by carbon to sodium. PhysicsAndMathsTutor.com,10 Metals
21,4,4  Which metal would be suitable for all of the following uses? (cid:127) making aircraft bodies (cid:127) making food containers (cid:127) making overhead power cables A  aluminium B  brass C  mild steel D  pure iron,10 Metals
21,5,5  Which two elements make up mild steel? A  aluminium and magnesium B  copper and zinc C D iron and carbon tin and lead,10 Metals
21,11,"11  Which statement is incorrect? A  Carbon dioxide is a waste product in the extraction of iron. B  Carbon monoxide is a reducing agent. C  The extraction of iron from hematite involves reduction. D  When iron is converted into steel, oxygen is used to oxidise the iron.",10 Metals
21,7,7  Which conditions are necessary to make mild steel from iron? A  add calcium oxide and blow oxygen through it B  heat with calcium oxide C  heat with carbon and limestone D  heat with nickel and chromium,10 Metals
21,1,"1  W, X and Y are metals, one of which is copper and one of which is iron. • W has a coloured oxide which can be reduced by carbon. • • X has a black oxide and is also found in nature as a pure metal. Y has an oxide which cannot be reduced by carbon. Which metal is the most reactive and what is the possible identity of W? most reactive possible identity metal of W A B C D X X Y Y C F C F",10 Metals
21,6,"6  The table show three uses of aluminium and a reason why aluminium is used for that purpose. use reason 1 2 3 aircraft manufacture high tensile strength overhead electricity cables low density food containers resistance to corrosion Which reasons explain the use? A  1,1,1, 21, B  1 and 2 only C  1 and 3 only D  2 and 3 only PhysicsAndMathsTutor.com",10 Metals
21,29,29  Which object is least likely to contain aluminium? A  a bicycle frame B  a hammer C  a saucepan D  an aeroplane body,10 Metals
21,28,"28  Aluminium is an important metal with many uses. Some of its properties are listed. 1 2 3 4 It is a good conductor of heat. It is a reactive metal. It has a low density. It has an oxide layer that prevents corrosion. Which set of properties help to explain the use of aluminium for cooking and storing food? A  1, 2 and 3 B  1, 2 and 4 C  1, 3 and 4 D  2, 3 and 4 PhysicsAndMathsTutor.com",10 Metals
21,27,27  Which diagram shows a common use of stainless steel? A B C D,10 Metals
21,25,25  Alloy X is strong and has a low density. Alloy Y is heavy but is resistant to corrosion. Which could be uses of X and Y? PhysicsAndMathsTutor.com 26  The properties of a metal are important in deciding its use. Which row lists a property that is not correct for the use given? use of the metal metal property needed A B C D aluminium in aircraft wings low density aluminium in food containers resists corrosion mild steel in car bodies high density stainless steel in cutlery does not rust,10 Metals
21,23,"23  Some properties of aluminium are listed. 1 2 3 4 It has mechanical strength. It conducts heat. It is resistant to corrosion. It has a low density. Which properties make aluminium useful for making the bodies of aircraft? A  1, 2 and 3 B  1, 2 and 4 C  1, 3 and 4 D  2, 3 and 4",10 Metals
21,22,22  Why is aluminium used to make food containers? A B C D It has a low density. It is strong. It keeps the food hot. It resists corrosion. PhysicsAndMathsTutor.com,10 Metals
21,21,21  Which property makes aluminium ideal for making food containers? A  conducts electricity B  conducts heat C  mechanical strength D resistance to corrosion,10 Metals
21,20,"20  A new bicycle is being developed. Two different materials are used in its construction, both of which must be corrosion resistant. Which two metals could be used? A  aluminium and mild steel B  aluminium and stainless steel C  mild steel and pure iron D  pure iron and stainless steel",10 Metals
21,24,24  Which statement about the uses of metals is correct? A B C D Aluminium is used in the manufacture of aircraft as it has a high density. Aluminium is used to make food containers as it conducts electricity. Stainless steel for cutlery is made by adding other elements to iron. Stainless steel is used to make chemical reactors as it corrodes readily.,10 Metals
21,18,18  The diagrams show four uses of iron. In which of these uses is the iron most likely to rust? A B C D iron bucket electroplated with zinc iron cored aluminium electricity cables iron hinges on a gate painted iron fence,10 Metals
21,17,"17  Which row describes the uses of mild steel and stainless steel? mild steel stainless steel A B C D car bodies, cutlery chemical plant, machinery car bodies, machinery chemical plant, cutlery chemical plant, cutlery car bodies, machinery chemical plant, machinery car bodies, cutlery PhysicsAndMathsTutor.com",10 Metals
21,15,15  The table shows properties of four metals. Which metal is the most suitable for aircraft construction? PhysicsAndMathsTutor.com 16  Which object is likely to be made from stainless steel? A B bicycle chain C car body D can of beans teaspoon,10 Metals
21,13,"13  A list of properties of aluminium is shown. 1 2 3 It conducts heat. It has a low density. It is resistant to corrosion. Which properties make aluminium useful for making food storage containers? A  1,1,1, 21, B  1 and 3 only  C  1 only D  3 only PhysicsAndMathsTutor.com 14  The diagrams show two items that may be found in the home. Each item contains zinc. zinc plated bucket brass door-knocker In which is zinc used as an alloy? bucket door-knocker A B C D",10 Metals
21,12,12  Which object is least likely to contain aluminium? A  a bicycle frame B  a hammer C  a saucepan D  an aeroplane body,10 Metals
21,11,"11  Some properties of aluminium are listed. 1 2 3 4 It has mechanical strength. It is resistant to corrosion. It has a low density. It conducts heat. Which three properties make aluminium useful for making the bodies of aircraft? A  1, 2 and 3 B  1,1,1, 21, C  1, 3 and 4 D  2, 3 and 4",10 Metals
21,10,"10  Which statement about the uses of aluminium, mild steel and stainless steel is correct? A  Aluminium is used for food containers as it has a high density. B  Mild steel is used for car bodies as it is resistant to corrosion. C  Stainless steel is used for aircraft bodies as it is strong. D  Stainless steel is used for cutlery as it is resistant to corrosion. PhysicsAndMathsTutor.com",10 Metals
21,19,"19  Duralumin is an alloy. It contains aluminium, copper and magnesium. It has many uses including the manufacture of cooking utensils and ships. Which statement about duralumin and its properties is correct? A B C It is a good conductor of electricity. It is brittle. It is soluble in water. D  The aluminium, copper and magnesium are chemically combined. PhysicsAndMathsTutor.com",10 Metals
21,9,9  Which statement is not correct? A  Aluminium is used in food containers because of its resistance to corrosion. B  Aluminium is used in the manufacture of aircraft because of its strength and low density. C  Mild steel is used in car bodies because of its strength and low density. D  Stainless steel is used in chemical plant because of its strength and resistance to corrosion.,10 Metals
